FISCAL_QUARTER,STORE_CODE,STORE_NAME,PRODUCT_FAMILY,UNITS_SOLD,RETURNS_UNITS,NET_SALES_AMOUNT,CURRENCY_CODE,NET_SALES_USD
FY2026-Q2,MER-RTL-DE-0042,Meridian Store Munich 42,CORE,199,6,"48.889,91",EUR,"53,290.00"
FY2025-Q3,MER-RTL-FR-0043,Paris Center Store,PULSE,441,13,"336.458,72",EUR,"366,740.00"
FY2025-Q3,MER-RTL-FR-0043,Paris Center Store,AURA,309,10,"348.009,17",EUR,"379,330.00"
FY2025-Q3,MER-RTL-FR-0043,Paris Center Store,HALO,132,5,"20.385,32",EUR,"22,220.00"
FY2025-Q3,MER-RTL-FR-0043,Paris Center Store,CORE,154,4,"36.366,97",EUR,"39,640.00"
FY2025-Q4,MER-RTL-FR-0043,Paris Center Store,PULSE,480,14,"373.605,50",EUR,"407,230.00"
FY2025-Q4,MER-RTL-FR-0043,Paris Center Store,AURA,336,9,"386.064,22",EUR,"420,810.00"
FY2025-Q4,MER-RTL-FR-0043,Paris Center Store,HALO,144,4,"22.678,90",EUR,"24,720.00"
FY2025-Q4,MER-RTL-FR-0043,Paris Center Store,CORE,168,4,"40.477,06",EUR,"44,120.00"
FY2026-Q1,MER-RTL-FR-0043,Paris Center Store,PULSE,520,13,"412.752,29",EUR,"449,900.00"
FY2026-Q1,MER-RTL-FR-0043,Paris Center Store,AURA,364,10,"426.513,76",EUR,"464,900.00"
FY2026-Q1,MER-RTL-FR-0043,Paris Center Store,HALO,156,5,"25.064,22",EUR,"27,320.00"
FY2026-Q1,MER-RTL-FR-0043,Paris Center Store,CORE,182,4,"44.715,60",EUR,"48,740.00"
FY2026-Q2,MER-RTL-FR-0043,Paris Center Store,PULSE,559,16,"409.247,71",EUR,"446,080.00"
FY2026-Q2,MER-RTL-FR-0043,Paris Center Store,AURA,391,12,"422.568,81",EUR,"460,600.00"
FY2026-Q2,MER-RTL-FR-0043,Paris Center Store,HALO,167,6,"24.743,12",EUR,"26,970.00"
FY2026-Q2,MER-RTL-FR-0043,Paris Center Store,CORE,195,4,"44.183,49",EUR,"48,160.00"
FY2025-Q3,MER-RTL-NL-0044,Meridian Store Tilburg 44,PULSE,432,13,"336.247,71",EUR,"366,510.00"
FY2025-Q3,MER-RTL-NL-0044,Meridian Store Tilburg 44,AURA,302,7,"346.990,83",EUR,"378,220.00"
FY2025-Q3,MER-RTL-NL-0044,Meridian Store Tilburg 44,SLATE,172,4,"82.871,56",EUR,"90,330.00"
FY2025-Q3,MER-RTL-NL-0044,Meridian Store Tilburg 44,CORE,151,5,"36.376,15",EUR,"39,650.00"
FY2025-Q4,MER-RTL-NL-0044,Meridian Store Tilburg 44,PULSE,470,11,"373.064,22",EUR,"406,640.00"
FY2025-Q4,MER-RTL-NL-0044,Meridian Store Tilburg 44,AURA,329,10,"385.504,59",EUR,"420,200.00"
FY2025-Q4,MER-RTL-NL-0044,Meridian Store Tilburg 44,SLATE,188,6,"92.376,15",EUR,"100,690.00"
FY2025-Q4,MER-RTL-NL-0044,Meridian Store Tilburg 44,CORE,164,4,"40.293,58",EUR,"43,920.00"
FY2026-Q1,MER-RTL-NL-0044,Meridian Store Tilburg 44,PULSE,509,14,"372.642,20",EUR,"406,180.00"
FY2026-Q1,MER-RTL-NL-0044,Meridian Store Tilburg 44,AURA,356,11,"384.743,12",EUR,"419,370.00"
FY2026-Q1,MER-RTL-NL-0044,Meridian Store Tilburg 44,SLATE,203,6,"92.000,00",EUR,"100,280.00"
FY2026-Q1,MER-RTL-NL-0044,Meridian Store Tilburg 44,CORE,178,5,"40.339,45",EUR,"43,970.00"
FY2026-Q2,MER-RTL-NL-0044,Meridian Store Tilburg 44,PULSE,547,13,"408.899,08",EUR,"445,700.00"
FY2026-Q2,MER-RTL-NL-0044,Meridian Store Tilburg 44,AURA,383,9,"422.633,03",EUR,"460,670.00"
FY2026-Q2,MER-RTL-NL-0044,Meridian Store Tilburg 44,SLATE,219,5,"101.339,45",EUR,"110,460.00"
FY2026-Q2,MER-RTL-NL-0044,Meridian Store Tilburg 44,CORE,191,4,"44.192,66",EUR,"48,170.00"
FY2025-Q3,MER-RTL-CN-0045,Meridian Store Shanghai 45,PULSE,423,12,"2,614,142.86",CNY,"365,980.00"
FY2025-Q3,MER-RTL-CN-0045,Meridian Store Shanghai 45,AURA,296,8,"2,700,357.14",CNY,"378,050.00"
FY2025-Q3,MER-RTL-CN-0045,Meridian Store Shanghai 45,SLATE,169,6,"646,571.43",CNY,"90,520.00"
FY2025-Q3,MER-RTL-CN-0045,Meridian Store Shanghai 45,HALO,127,4,"158,857.14",CNY,"22,240.00"
FY2025-Q4,MER-RTL-CN-0045,Meridian Store Shanghai 45,PULSE,461,12,"2,627,714.29",CNY,"367,880.00"
FY2025-Q4,MER-RTL-CN-0045,Meridian Store Shanghai 45,AURA,323,10,"2,717,785.71",CNY,"380,490.00"
FY2025-Q4,MER-RTL-CN-0045,Meridian Store Shanghai 45,SLATE,184,7,"649,285.71",CNY,"90,900.00"
FY2025-Q4,MER-RTL-CN-0045,Meridian Store Shanghai 45,HALO,138,5,"159,214.29",CNY,"22,290.00"
FY2026-Q1,MER-RTL-CN-0045,Meridian Store Shanghai 45,PULSE,499,13,"2,904,214.29",CNY,"406,590.00"
FY2026-Q1,MER-RTL-CN-0045,Meridian Store Shanghai 45,AURA,349,11,"2,998,428.57",CNY,"419,780.00"
FY2026-Q1,MER-RTL-CN-0045,Meridian Store Shanghai 45,SLATE,199,6,"717,000.00",CNY,"100,380.00"
FY2026-Q1,MER-RTL-CN-0045,Meridian Store Shanghai 45,HALO,149,6,"175,500.00",CNY,"24,570.00"
FY2026-Q2,MER-RTL-CN-0045,Meridian Store Shanghai 45,PULSE,536,14,"3,183,857.14",CNY,"445,740.00"
FY2026-Q2,MER-RTL-CN-0045,Meridian Store Shanghai 45,AURA,375,9,"3,288,214.29",CNY,"460,350.00"
FY2026-Q2,MER-RTL-CN-0045,Meridian Store Shanghai 45,SLATE,214,7,"786,928.57",CNY,"110,170.00"
FY2026-Q2,MER-RTL-CN-0045,Meridian Store Shanghai 45,HALO,161,5,"193,571.43",CNY,"27,100.00"
FY2025-Q3,MER-RTL-JP-0046,Meridian Store Osaka 46,AURA,290,7,"52,556,923.08",JPY,"341,620.00"
FY2025-Q3,MER-RTL-JP-0046,Meridian Store Osaka 46,SLATE,166,7,"12,615,384.62",JPY,"82,000.00"
FY2025-Q3,MER-RTL-JP-0046,Meridian Store Osaka 46,HALO,124,6,"3,081,538.46",JPY,"20,030.00"
FY2025-Q3,MER-RTL-JP-0046,Meridian Store Osaka 46,CORE,145,4,"5,510,769.23",JPY,"35,820.00"
FY2025-Q4,MER-RTL-JP-0046,Meridian Store Osaka 46,AURA,316,10,"58,473,846.15",JPY,"380,080.00"
FY2025-Q4,MER-RTL-JP-0046,Meridian Store Osaka 46,SLATE,180,5,"13,967,692.31",JPY,"90,790.00"
FY2025-Q4,MER-RTL-JP-0046,Meridian Store Osaka 46,HALO,135,3,"3,424,615.38",JPY,"22,260.00"
FY2025-Q4,MER-RTL-JP-0046,Meridian Store Osaka 46,CORE,158,6,"6,130,769.23",JPY,"39,850.00"
FY2026-Q1,MER-RTL-JP-0046,Meridian Store Osaka 46,AURA,342,8,"64,590,769.23",JPY,"419,840.00"
FY2026-Q1,MER-RTL-JP-0046,Meridian Store Osaka 46,SLATE,195,5,"15,444,615.38",JPY,"100,390.00"
FY2026-Q1,MER-RTL-JP-0046,Meridian Store Osaka 46,HALO,146,6,"3,780,000.00",JPY,"24,570.00"
FY2026-Q1,MER-RTL-JP-0046,Meridian Store Osaka 46,CORE,171,5,"6,772,307.69",JPY,"44,020.00"
FY2026-Q2,MER-RTL-JP-0046,Meridian Store Osaka 46,AURA,368,12,"70,904,615.38",JPY,"460,880.00"
FY2026-Q2,MER-RTL-JP-0046,Meridian Store Osaka 46,SLATE,210,7,"16,967,692.31",JPY,"110,290.00"
FY2026-Q2,MER-RTL-JP-0046,Meridian Store Osaka 46,HALO,157,4,"4,147,692.31",JPY,"26,960.00"
FY2026-Q2,MER-RTL-JP-0046,Meridian Store Osaka 46,CORE,184,7,"7,433,846.15",JPY,"48,320.00"
FY2025-Q3,MER-RTL-AU-0047,Meridian Store Sydney 47,PULSE,407,11,"502,454.55",AUD,"331,620.00"
FY2025-Q3,MER-RTL-AU-0047,Meridian Store Sydney 47,SLATE,162,4,"123,803.03",AUD,"81,710.00"
FY2025-Q3,MER-RTL-AU-0047,Meridian Store Sydney 47,HALO,122,6,"30,484.85",AUD,"20,120.00"
FY2025-Q3,MER-RTL-AU-0047,Meridian Store Sydney 47,CORE,142,6,"54,257.58",AUD,"35,810.00"
FY2025-Q4,MER-RTL-AU-0047,Meridian Store Sydney 47,PULSE,443,12,"558,181.82",AUD,"368,400.00"
FY2025-Q4,MER-RTL-AU-0047,Meridian Store Sydney 47,SLATE,177,7,"138,060.61",AUD,"91,120.00"
FY2025-Q4,MER-RTL-AU-0047,Meridian Store Sydney 47,HALO,133,6,"33,909.09",AUD,"22,380.00"
FY2025-Q4,MER-RTL-AU-0047,Meridian Store Sydney 47,CORE,155,6,"60,454.55",AUD,"39,900.00"
FY2026-Q1,MER-RTL-AU-0047,Meridian Store Sydney 47,PULSE,479,13,"615,727.27",AUD,"406,380.00"
FY2026-Q1,MER-RTL-AU-0047,Meridian Store Sydney 47,SLATE,191,4,"151,984.85",AUD,"100,310.00"
FY2026-Q1,MER-RTL-AU-0047,Meridian Store Sydney 47,HALO,143,3,"37,196.97",AUD,"24,550.00"
FY2026-Q1,MER-RTL-AU-0047,Meridian Store Sydney 47,CORE,167,6,"66,439.39",AUD,"43,850.00"
FY2026-Q2,MER-RTL-AU-0047,Meridian Store Sydney 47,PULSE,515,14,"675,121.21",AUD,"445,580.00"
FY2026-Q2,MER-RTL-AU-0047,Meridian Store Sydney 47,SLATE,206,5,"167,166.67",AUD,"110,330.00"
FY2026-Q2,MER-RTL-AU-0047,Meridian Store Sydney 47,HALO,154,6,"40,863.64",AUD,"26,970.00"
FY2026-Q2,MER-RTL-AU-0047,Meridian Store Sydney 47,CORE,180,7,"73,030.30",AUD,"48,200.00"
FY2025-Q3,MER-RTL-US-0048,Meridian Store San Diego 48,PULSE,399,10,"331,810.00",USD,"331,810.00"
FY2025-Q3,MER-RTL-US-0048,Meridian Store San Diego 48,AURA,279,9,"342,500.00",USD,"342,500.00"
FY2025-Q3,MER-RTL-US-0048,Meridian Store San Diego 48,HALO,119,2,"20,030.00",USD,"20,030.00"
FY2025-Q3,MER-RTL-US-0048,Meridian Store San Diego 48,CORE,139,3,"35,780.00",USD,"35,780.00"
FY2025-Q4,MER-RTL-US-0048,Meridian Store San Diego 48,PULSE,435,13,"369,050.00",USD,"369,050.00"
FY2025-Q4,MER-RTL-US-0048,Meridian Store San Diego 48,AURA,304,9,"380,730.00",USD,"380,730.00"
FY2025-Q4,MER-RTL-US-0048,Meridian Store San Diego 48,HALO,130,6,"22,320.00",USD,"22,320.00"
FY2025-Q4,MER-RTL-US-0048,Meridian Store San Diego 48,CORE,152,4,"39,920.00",USD,"39,920.00"
FY2026-Q1,MER-RTL-US-0048,Meridian Store San Diego 48,PULSE,470,13,"406,640.00",USD,"406,640.00"
FY2026-Q1,MER-RTL-US-0048,Meridian Store San Diego 48,AURA,329,10,"420,200.00",USD,"420,200.00"
FY2026-Q1,MER-RTL-US-0048,Meridian Store San Diego 48,HALO,141,4,"24,690.00",USD,"24,690.00"
FY2026-Q1,MER-RTL-US-0048,Meridian Store San Diego 48,CORE,164,4,"43,920.00",USD,"43,920.00"
FY2026-Q2,MER-RTL-US-0048,Meridian Store San Diego 48,PULSE,506,13,"403,790.00",USD,"403,790.00"
FY2026-Q2,MER-RTL-US-0048,Meridian Store San Diego 48,AURA,354,8,"417,010.00",USD,"417,010.00"
FY2026-Q2,MER-RTL-US-0048,Meridian Store San Diego 48,HALO,151,4,"24,390.00",USD,"24,390.00"
FY2026-Q2,MER-RTL-US-0048,Meridian Store San Diego 48,CORE,177,5,"43,720.00",USD,"43,720.00"
FY2025-Q3,MER-RTL-US-0049,Austin Flagship Store,PULSE,392,9,"332,570.00",USD,"332,570.00"
FY2025-Q3,MER-RTL-US-0049,Austin Flagship Store,AURA,274,7,"343,160.00",USD,"343,160.00"
FY2025-Q3,MER-RTL-US-0049,Austin Flagship Store,SLATE,156,4,"81,930.00",USD,"81,930.00"
FY2025-Q3,MER-RTL-US-0049,Austin Flagship Store,CORE,137,6,"35,980.00",USD,"35,980.00"
FY2025-Q4,MER-RTL-US-0049,Austin Flagship Store,PULSE,426,12,"368,580.00",USD,"368,580.00"
FY2025-Q4,MER-RTL-US-0049,Austin Flagship Store,AURA,298,7,"380,610.00",USD,"380,610.00"
FY2025-Q4,MER-RTL-US-0049,Austin Flagship Store,SLATE,170,7,"91,050.00",USD,"91,050.00"
FY2025-Q4,MER-RTL-US-0049,Austin Flagship Store,CORE,149,4,"39,900.00",USD,"39,900.00"
FY2026-Q1,MER-RTL-US-0049,Austin Flagship Store,PULSE,461,14,"367,880.00",USD,"367,880.00"
FY2026-Q1,MER-RTL-US-0049,Austin Flagship Store,AURA,323,9,"380,490.00",USD,"380,490.00"
FY2026-Q1,MER-RTL-US-0049,Austin Flagship Store,SLATE,184,4,"90,900.00",USD,"90,900.00"
FY2026-Q1,MER-RTL-US-0049,Austin Flagship Store,CORE,161,6,"39,770.00",USD,"39,770.00"
FY2026-Q2,MER-RTL-US-0049,Austin Flagship Store,PULSE,496,13,"404,140.00",USD,"404,140.00"
FY2026-Q2,MER-RTL-US-0049,Austin Flagship Store,AURA,347,9,"417,370.00",USD,"417,370.00"
FY2026-Q2,MER-RTL-US-0049,Austin Flagship Store,SLATE,198,4,"99,870.00",USD,"99,870.00"
FY2026-Q2,MER-RTL-US-0049,Austin Flagship Store,CORE,173,4,"43,630.00",USD,"43,630.00"
FY2025-Q3,MER-RTL-US-0050,Meridian Store Denver 50,PULSE,384,11,"332,240.00",USD,"332,240.00"
FY2025-Q3,MER-RTL-US-0050,Meridian Store Denver 50,AURA,269,6,"343,570.00",USD,"343,570.00"
FY2025-Q3,MER-RTL-US-0050,Meridian Store Denver 50,SLATE,153,3,"81,950.00",USD,"81,950.00"
FY2025-Q3,MER-RTL-US-0050,Meridian Store Denver 50,HALO,115,4,"20,140.00",USD,"20,140.00"
FY2025-Q4,MER-RTL-US-0050,Meridian Store Denver 50,PULSE,419,11,"334,360.00",USD,"334,360.00"
FY2025-Q4,MER-RTL-US-0050,Meridian Store Denver 50,AURA,293,9,"345,150.00",USD,"345,150.00"
FY2025-Q4,MER-RTL-US-0050,Meridian Store Denver 50,SLATE,167,7,"82,500.00",USD,"82,500.00"
FY2025-Q4,MER-RTL-US-0050,Meridian Store Denver 50,HALO,125,5,"20,190.00",USD,"20,190.00"
FY2026-Q1,MER-RTL-US-0050,Meridian Store Denver 50,PULSE,453,13,"369,100.00",USD,"369,100.00"
FY2026-Q1,MER-RTL-US-0050,Meridian Store Denver 50,AURA,317,9,"381,290.00",USD,"381,290.00"
FY2026-Q1,MER-RTL-US-0050,Meridian Store Denver 50,SLATE,181,6,"91,300.00",USD,"91,300.00"
FY2026-Q1,MER-RTL-US-0050,Meridian Store Denver 50,HALO,136,5,"22,430.00",USD,"22,430.00"
FY2026-Q2,MER-RTL-US-0050,Meridian Store Denver 50,PULSE,487,12,"404,990.00",USD,"404,990.00"
FY2026-Q2,MER-RTL-US-0050,Meridian Store Denver 50,AURA,341,10,"418,610.00",USD,"418,610.00"
FY2026-Q2,MER-RTL-US-0050,Meridian Store Denver 50,SLATE,195,7,"100,390.00",USD,"100,390.00"
FY2026-Q2,MER-RTL-US-0050,Meridian Store Denver 50,HALO,146,3,"24,570.00",USD,"24,570.00"
FY2025-Q3,MER-RTL-US-0051,Meridian Store Seattle 51,AURA,264,8,"310,990.00",USD,"310,990.00"
FY2025-Q3,MER-RTL-US-0051,Meridian Store Seattle 51,SLATE,151,5,"74,590.00",USD,"74,590.00"
FY2025-Q3,MER-RTL-US-0051,Meridian Store Seattle 51,HALO,113,4,"18,250.00",USD,"18,250.00"
FY2025-Q3,MER-RTL-US-0051,Meridian Store Seattle 51,CORE,132,6,"32,600.00",USD,"32,600.00"
FY2025-Q4,MER-RTL-US-0051,Meridian Store Seattle 51,AURA,288,8,"346,410.00",USD,"346,410.00"
FY2025-Q4,MER-RTL-US-0051,Meridian Store Seattle 51,SLATE,164,7,"82,720.00",USD,"82,720.00"
FY2025-Q4,MER-RTL-US-0051,Meridian Store Seattle 51,HALO,123,4,"20,280.00",USD,"20,280.00"
FY2025-Q4,MER-RTL-US-0051,Meridian Store Seattle 51,CORE,144,3,"36,320.00",USD,"36,320.00"
FY2026-Q1,MER-RTL-US-0051,Meridian Store Seattle 51,AURA,311,8,"381,780.00",USD,"381,780.00"
FY2026-Q1,MER-RTL-US-0051,Meridian Store Seattle 51,SLATE,178,5,"91,630.00",USD,"91,630.00"
FY2026-Q1,MER-RTL-US-0051,Meridian Store Seattle 51,HALO,133,6,"22,380.00",USD,"22,380.00"
FY2026-Q1,MER-RTL-US-0051,Meridian Store Seattle 51,CORE,155,5,"39,900.00",USD,"39,900.00"
FY2026-Q2,MER-RTL-US-0051,Meridian Store Seattle 51,AURA,335,11,"419,550.00",USD,"419,550.00"
FY2026-Q2,MER-RTL-US-0051,Meridian Store Seattle 51,SLATE,191,6,"100,310.00",USD,"100,310.00"
FY2026-Q2,MER-RTL-US-0051,Meridian Store Seattle 51,HALO,143,6,"24,550.00",USD,"24,550.00"
FY2026-Q2,MER-RTL-US-0051,Meridian Store Seattle 51,CORE,167,4,"43,850.00",USD,"43,850.00"
FY2025-Q3,MER-RTL-CA-0052,Meridian Store Vancouver 52,PULSE,371,10,"408,500.00",CAD,"302,290.00"
FY2025-Q3,MER-RTL-CA-0052,Meridian Store Vancouver 52,SLATE,148,6,"100,878.38",CAD,"74,650.00"
FY2025-Q3,MER-RTL-CA-0052,Meridian Store Vancouver 52,HALO,111,5,"24,729.73",CAD,"18,300.00"
FY2025-Q3,MER-RTL-CA-0052,Meridian Store Vancouver 52,CORE,129,5,"43,959.46",CAD,"32,530.00"
FY2025-Q4,MER-RTL-CA-0052,Meridian Store Vancouver 52,PULSE,404,12,"454,013.51",CAD,"335,970.00"
FY2025-Q4,MER-RTL-CA-0052,Meridian Store Vancouver 52,SLATE,161,6,"112,000.00",CAD,"82,880.00"
FY2025-Q4,MER-RTL-CA-0052,Meridian Store Vancouver 52,HALO,121,4,"27,513.51",CAD,"20,360.00"
FY2025-Q4,MER-RTL-CA-0052,Meridian Store Vancouver 52,CORE,141,5,"49,040.54",CAD,"36,290.00"
FY2026-Q1,MER-RTL-CA-0052,Meridian Store Vancouver 52,PULSE,437,13,"501,013.51",CAD,"370,750.00"
FY2026-Q1,MER-RTL-CA-0052,Meridian Store Vancouver 52,SLATE,174,5,"123,486.49",CAD,"91,380.00"
FY2026-Q1,MER-RTL-CA-0052,Meridian Store Vancouver 52,HALO,131,4,"30,391.89",CAD,"22,490.00"
FY2026-Q1,MER-RTL-CA-0052,Meridian Store Vancouver 52,CORE,153,5,"54,297.30",CAD,"40,180.00"
FY2026-Q2,MER-RTL-CA-0052,Meridian Store Vancouver 52,PULSE,470,11,"549,513.51",CAD,"406,640.00"
FY2026-Q2,MER-RTL-CA-0052,Meridian Store Vancouver 52,SLATE,188,7,"136,067.57",CAD,"100,690.00"
FY2026-Q2,MER-RTL-CA-0052,Meridian Store Vancouver 52,HALO,141,5,"33,364.86",CAD,"24,690.00"
FY2026-Q2,MER-RTL-CA-0052,Meridian Store Vancouver 52,CORE,164,7,"59,351.35",CAD,"43,920.00"
FY2025-Q3,MER-RTL-GB-0053,Meridian Store London 53,PULSE,364,11,"238.346,46",GBP,"302,700.00"
FY2025-Q3,MER-RTL-GB-0053,Meridian Store London 53,AURA,255,7,"246.488,19",GBP,"313,040.00"
FY2025-Q3,MER-RTL-GB-0053,Meridian Store London 53,HALO,109,3,"14.440,94",GBP,"18,340.00"
FY2025-Q3,MER-RTL-GB-0053,Meridian Store London 53,CORE,127,5,"25.740,16",GBP,"32,690.00"
FY2025-Q4,MER-RTL-GB-0053,Meridian Store London 53,PULSE,397,10,"265.204,72",GBP,"336,810.00"
FY2025-Q4,MER-RTL-GB-0053,Meridian Store London 53,AURA,278,9,"274.149,61",GBP,"348,170.00"
FY2025-Q4,MER-RTL-GB-0053,Meridian Store London 53,HALO,119,5,"16.086,61",GBP,"20,430.00"
FY2025-Q4,MER-RTL-GB-0053,Meridian Store London 53,CORE,139,3,"28.740,16",GBP,"36,500.00"
FY2026-Q1,MER-RTL-GB-0053,Meridian Store London 53,PULSE,429,13,"292.259,84",GBP,"371,170.00"
FY2026-Q1,MER-RTL-GB-0053,Meridian Store London 53,AURA,300,9,"301.700,79",GBP,"383,160.00"
FY2026-Q1,MER-RTL-GB-0053,Meridian Store London 53,HALO,128,4,"17.645,67",GBP,"22,410.00"
FY2026-Q1,MER-RTL-GB-0053,Meridian Store London 53,CORE,150,3,"31.629,92",GBP,"40,170.00"
FY2026-Q2,MER-RTL-GB-0053,Meridian Store London 53,PULSE,462,11,"290.299,21",GBP,"368,680.00"
FY2026-Q2,MER-RTL-GB-0053,Meridian Store London 53,AURA,323,9,"299.598,43",GBP,"380,490.00"
FY2026-Q2,MER-RTL-GB-0053,Meridian Store London 53,HALO,138,6,"17.551,18",GBP,"22,290.00"
FY2026-Q2,MER-RTL-GB-0053,Meridian Store London 53,CORE,161,5,"31.314,96",GBP,"39,770.00"
FY2025-Q3,MER-RTL-DE-0054,Meridian Store Munich 54,PULSE,358,11,"278.651,38",EUR,"303,730.00"
FY2025-Q3,MER-RTL-DE-0054,Meridian Store Munich 54,AURA,251,8,"288.394,50",EUR,"314,350.00"
FY2025-Q3,MER-RTL-DE-0054,Meridian Store Munich 54,SLATE,143,4,"68.899,08",EUR,"75,100.00"
FY2025-Q3,MER-RTL-DE-0054,Meridian Store Munich 54,CORE,125,3,"30.110,09",EUR,"32,820.00"
FY2025-Q4,MER-RTL-DE-0054,Meridian Store Munich 54,PULSE,390,11,"309.568,81",EUR,"337,430.00"
FY2025-Q4,MER-RTL-DE-0054,Meridian Store Munich 54,AURA,273,8,"319.889,91",EUR,"348,680.00"
FY2025-Q4,MER-RTL-DE-0054,Meridian Store Munich 54,SLATE,156,6,"76.651,38",EUR,"83,550.00"
FY2025-Q4,MER-RTL-DE-0054,Meridian Store Munich 54,CORE,136,6,"33.412,84",EUR,"36,420.00"
FY2026-Q1,MER-RTL-DE-0054,Meridian Store Munich 54,PULSE,422,10,"308.954,13",EUR,"336,760.00"
FY2026-Q1,MER-RTL-DE-0054,Meridian Store Munich 54,AURA,295,7,"318.816,51",EUR,"347,510.00"
FY2026-Q1,MER-RTL-DE-0054,Meridian Store Munich 54,SLATE,168,5,"76.137,61",EUR,"82,990.00"
FY2026-Q1,MER-RTL-DE-0054,Meridian Store Munich 54,CORE,147,3,"33.311,93",EUR,"36,310.00"
FY2026-Q2,MER-RTL-DE-0054,Meridian Store Munich 54,PULSE,454,13,"339.376,15",EUR,"369,920.00"
FY2026-Q2,MER-RTL-DE-0054,Meridian Store Munich 54,AURA,317,9,"349.807,34",EUR,"381,290.00"
FY2026-Q2,MER-RTL-DE-0054,Meridian Store Munich 54,SLATE,181,4,"83.761,47",EUR,"91,300.00"
FY2026-Q2,MER-RTL-DE-0054,Meridian Store Munich 54,CORE,158,3,"36.559,63",EUR,"39,850.00"
FY2025-Q3,MER-RTL-FR-0055,Paris Center Store,PULSE,352,8,"279.403,67",EUR,"304,550.00"
FY2025-Q3,MER-RTL-FR-0055,Paris Center Store,AURA,246,6,"288.247,71",EUR,"314,190.00"
FY2025-Q3,MER-RTL-FR-0055,Paris Center Store,SLATE,141,4,"69.284,40",EUR,"75,520.00"
FY2025-Q3,MER-RTL-FR-0055,Paris Center Store,HALO,105,3,"16.871,56",EUR,"18,390.00"
FY2025-Q4,MER-RTL-FR-0055,Paris Center Store,PULSE,383,11,"280.394,50",EUR,"305,630.00"
FY2025-Q4,MER-RTL-FR-0055,Paris Center Store,AURA,268,8,"289.633,03",EUR,"315,700.00"
FY2025-Q4,MER-RTL-FR-0055,Paris Center Store,SLATE,153,3,"69.339,45",EUR,"75,580.00"
FY2025-Q4,MER-RTL-FR-0055,Paris Center Store,HALO,115,2,"17.036,70",EUR,"18,570.00"
FY2026-Q1,MER-RTL-FR-0055,Paris Center Store,PULSE,415,11,"310.220,18",EUR,"338,140.00"
FY2026-Q1,MER-RTL-FR-0055,Paris Center Store,AURA,290,8,"320.009,17",EUR,"348,810.00"
FY2026-Q1,MER-RTL-FR-0055,Paris Center Store,SLATE,166,7,"76.816,51",EUR,"83,730.00"
FY2026-Q1,MER-RTL-FR-0055,Paris Center Store,HALO,124,3,"18.761,47",EUR,"20,450.00"
FY2026-Q2,MER-RTL-FR-0055,Paris Center Store,PULSE,446,12,"340.266,06",EUR,"370,890.00"
FY2026-Q2,MER-RTL-FR-0055,Paris Center Store,AURA,312,9,"351.385,32",EUR,"383,010.00"
FY2026-Q2,MER-RTL-FR-0055,Paris Center Store,SLATE,178,5,"84.064,22",EUR,"91,630.00"
FY2026-Q2,MER-RTL-FR-0055,Paris Center Store,HALO,133,6,"20.532,11",EUR,"22,380.00"
FY2025-Q3,MER-RTL-NL-0056,Meridian Store Tilburg 56,AURA,242,6,"261.541,28",EUR,"285,080.00"
FY2025-Q3,MER-RTL-NL-0056,Meridian Store Tilburg 56,SLATE,138,5,"62.541,28",EUR,"68,170.00"
FY2025-Q3,MER-RTL-NL-0056,Meridian Store Tilburg 56,HALO,104,4,"15.412,84",EUR,"16,800.00"
FY2025-Q3,MER-RTL-NL-0056,Meridian Store Tilburg 56,CORE,121,5,"27.422,02",EUR,"29,890.00"
FY2025-Q4,MER-RTL-NL-0056,Meridian Store Tilburg 56,AURA,264,8,"291.321,10",EUR,"317,540.00"
FY2025-Q4,MER-RTL-NL-0056,Meridian Store Tilburg 56,SLATE,151,6,"69.871,56",EUR,"76,160.00"
FY2025-Q4,MER-RTL-NL-0056,Meridian Store Tilburg 56,HALO,113,2,"17.091,74",EUR,"18,630.00"
FY2025-Q4,MER-RTL-NL-0056,Meridian Store Tilburg 56,CORE,132,3,"30.541,28",EUR,"33,290.00"
FY2026-Q1,MER-RTL-NL-0056,Meridian Store Tilburg 56,AURA,285,10,"320.981,65",EUR,"349,870.00"
FY2026-Q1,MER-RTL-NL-0056,Meridian Store Tilburg 56,SLATE,163,7,"76.981,65",EUR,"83,910.00"
FY2026-Q1,MER-RTL-NL-0056,Meridian Store Tilburg 56,HALO,122,4,"18.834,86",EUR,"20,530.00"
FY2026-Q1,MER-RTL-NL-0056,Meridian Store Tilburg 56,CORE,142,6,"33.532,11",EUR,"36,550.00"
FY2026-Q2,MER-RTL-NL-0056,Meridian Store Tilburg 56,AURA,307,9,"352.743,12",EUR,"384,490.00"
FY2026-Q2,MER-RTL-NL-0056,Meridian Store Tilburg 56,SLATE,175,4,"84.321,10",EUR,"91,910.00"
FY2026-Q2,MER-RTL-NL-0056,Meridian Store Tilburg 56,HALO,131,3,"20.633,03",EUR,"22,490.00"
FY2026-Q2,MER-RTL-NL-0056,Meridian Store Tilburg 56,CORE,153,5,"36.862,39",EUR,"40,180.00"
FY2025-Q3,MER-RTL-CN-0057,Meridian Store Shanghai 57,PULSE,341,11,"1,984,642.86",CNY,"277,850.00"
FY2025-Q3,MER-RTL-CN-0057,Meridian Store Shanghai 57,SLATE,136,5,"490,000.00",CNY,"68,600.00"
