NOTIFICATION_ID,NOTIF_TYPE,CREATED_DATE,SUPPLIER,PART_NUMBER,PART_DESCRIPTION,LOT_NUMBER,PO_REFERENCE,QTY_INSPECTED,QTY_REJECTED,DEFECT_CODE,DEFECT_DESCRIPTION,SEVERITY,DISPOSITION,INSPECTION_SITE,STATUS,CLOSED_DATE
QN-026-04291,SCAR,2026-04-28,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,LOT-202604-97,4500087324,16250,430,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,SCRAP,MER-DC-US-03,OPEN,
QN-026-04292,INCOMING_INSPECTION,2026-05-05,Osaka Meiwa Precision (Metro),CMP-ENC-0422,MACHINED HOUSING 323,LOT-202605-24,,9900,185,DEF-PKG-05,packaging damaged in transit,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2026-06-08
QN-026-04293,INCOMING_INSPECTION,2026-05-12,SENDAI COMPONENTS INC.,CMP-CAM-0470,camera module 371,LOT-202605-41,,11500,25,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-US-05,OPEN,N/A
QN-026-04294,SUPPLIER_COMPLAINT,2026-05-19,Nara Tooling Corporation,CMP-PCB-0116,main logic board assembly 017,LOT-202605-58,,12200,240,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-US-06,OPEN,
QN-026-04295,SCAR,2026-05-26,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,LOT-202605-75,4500089647,4650,300,DEF-PKG-05,packaging damaged in transit,CRITICAL,USE_AS_IS,MER-DC-NL-01,CLOSED,2026-07-02
QN-026-04296,INCOMING_INSPECTION,2026-06-02,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,LI-ION BATTERY PACK 111,LOT-202606-92,4500088455,8050,170,DEF-PKG-05,packaging damaged in transit,CRITICAL,USE_AS_IS,MER-DC-DE-01,OPEN,NULL
QN-026-04297,INCOMING_INSPECTION,2026-06-09,"Ningbo Anchor Circuit Co., Ltd.",CMP-CBL-0257,flex ribbon cable 158,LOT-202606-19,,4100,190,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-CN-01,OPEN,
QN-025-04298,SUPPLIER_COMPLAINT,2025-01-12,Zhangzhou Reed Display (Shanghai),MRO-GEN-0724,maintenance supply item 24,LOT-202501-36,,9500,100,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-CN-02,CLOSED,2025-02-21
QN-025-04299,SCAR,2025-01-19,Hanoi Lotus Acoustics Industrial Corp,MRO-GEN-0721,maintenance supply item 21,LOT-202501-53,,17000,60,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-JP-01,CLOSED,2025-03-01
QN-025-04300,INCOMING_INSPECTION,2025-01-26,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,MACHINED HOUSING 131,LOT-202501-70,4500089855,9400,0,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-GB-01,CLOSED,2025-02-07
QN-025-04301,INCOMING_INSPECTION,2025-02-02,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387,LOT-202502-87,4500087744,14550,145,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-MX-01,CLOSED,2025-02-15
QN-025-04302,SUPPLIER_COMPLAINT,2025-02-09,Vinh Phuc Microsystems Corporation,CMP-PCB-0132,main logic board assembly 033,LOT-202502-14,,14050,180,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-SG-01,CLOSED,2025-02-23
QN-025-04303,SCAR,2025-02-16,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,LOT-202502-31,,13550,20,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-3PL-US-01,CLOSED,2025-03-03
QN-025-04304,INCOMING_INSPECTION,2025-02-23,"Hsinchu Optics Industry Co., Ltd.",CMP-BAT-0426,Li-ion battery pack 327,LOT-202502-48,,950,0,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-3PL-PL-02,CLOSED,2025-03-11
QN-025-04305,INCOMING_INSPECTION,2025-03-02,Bac Ninh Crown Metalworks (Shanghai),CMP-CBL-0113,flex ribbon cable 014,LOT-202503-65,,1550,20,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-3PL-MY-03,CLOSED,2025-03-19
QN-025-04306,SUPPLIER_COMPLAINT,2025-03-09,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0160,structural adhesive 061,LOT-202503-82,4500089917,11400,195,DEF-DIM-03,dimension out of tolerance,CRITICAL,REWORK,MER-DC-US-01,CLOSED,2025-03-27
QN-025-04307,SCAR,2025-03-16,Tainan Metalworks (Metro),CMP-FST-0407,torx screw 308,LOT-202503-99,,17200,375,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-US-02,CLOSED,2025-04-04
QN-025-04308,INCOMING_INSPECTION,2025-03-23,Kyoto Hana Optics Joint Stock Company,CMP-ENC-0254,MACHINED HOUSING 155,LOT-202503-26,,4850,80,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-03,CLOSED,2025-04-12
QN-025-04309,INCOMING_INSPECTION,2025-03-30,Chiayi Energy Inc.,CMP-CAM-0101,camera module 002,LOT-202503-43,,9600,30,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-US-04,CLOSED,2025-04-20
QN-025-04310,SUPPLIER_COMPLAINT,2025-04-06,Jiaxing Polymer Corporation,CMP-PCB-0148,main logic board assembly 041,LOT-202504-60,4500089254,18050,480,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-05,CLOSED,2025-04-28
QN-025-04311,SCAR,2025-04-13,"Taoyuan Electronics Industry Co., Ltd.",MRO-GEN-0709,maintenance supply item 09,LOT-202504-77,4500089501,13900,200,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-06,CLOSED,2025-05-06
QN-025-04312,INCOMING_INSPECTION,2025-04-20,"Xiamen Harbor Precision Industry Co., Ltd.",CMP-BAT-0242,Li-ion battery pack 143,LOT-202504-94,,1500,0,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-DC-NL-01,CLOSED,2025-05-14
QN-025-04313,INCOMING_INSPECTION,2025-04-27,"VOLTA ENERGY CO., LTD.",CMP-CBL-0129,flex ribbon cable 030,LOT-202504-21,,750,25,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,SCRAP,MER-DC-DE-01,CLOSED,2025-05-22
QN-025-04314,SUPPLIER_COMPLAINT,2025-05-04,Da Nang Polymer Industrial Corp.,CMP-ADH-0176,structural adhesive 077,LOT-202505-38,,950,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-05-30
QN-025-04315,SCAR,2025-05-11,Haiphong Electronics Industrial Corp.,CMP-FST-0423,torx screw 324,LOT-202505-55,4500087490,5950,15,DEF-PKG-05,packaging damaged in transit,MAJOR,REWORK,MER-DC-CN-02,CLOSED,2025-06-07
QN-025-04316,INCOMING_INSPECTION,2025-05-18,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,LOT-202505-72,4500087787,10200,65,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2025-06-15
QN-025-04317,INCOMING_INSPECTION,2025-05-25,Jeonju Components Inc.,CMP-CAM-0518,camera module 411,LOT-202505-89,,9800,240,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-GB-01,CLOSED,2025-06-23
QN-025-04318,SUPPLIER_COMPLAINT,2025-06-01,Suzhou Brightway Tooling Corporation,CMP-PCB-0164,main logic board assembly 065,LOT-202506-16,,11300,140,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-07-01
QN-025-04319,SCAR,2025-06-08,"Osaka Meiwa Acoustics Industry Co., Ltd.",CMP-DSP-0411,OLED display module 312,LOT-202506-33,,15650,65,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2025-07-09
QN-025-04320,INCOMING_INSPECTION,2025-06-15,Hailong Precision (Shanghai),CMP-DSP-0451,6.7-inch OLED display module,LOT-202506-50,4500088198,700,0,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-3PL-US-01,CLOSED,2025-07-17
QN-025-04321,INCOMING_INSPECTION,2025-06-22,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,FLEX RIBBON CABLE 246,LOT-202506-67,4500088789,12650,480,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,USE_AS_IS,MER-3PL-PL-02,CLOSED,2025-07-25
QN-025-04322,SUPPLIER_COMPLAINT,2025-06-29,Kaohsiung Tooling Industrial Corp,CMP-ADH-0192,structural adhesive 093,LOT-202506-84,,1400,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-3PL-MY-03,CLOSED,2025-08-02
QN-025-04323,SCAR,2025-07-06,Keelung Acoustics Industrial Corp.,CMP-FST-0439,torx screw 340,LOT-202507-11,,6900,25,DEF-ELEC-04,fails electrical continuity test,MINOR,SCRAP,MER-DC-US-01,CLOSED,2025-08-10
QN-025-04324,INCOMING_INSPECTION,2025-07-13,Changshu Display Joint Stock Company,CMP-ENC-0286,machined housing 187,LOT-202507-28,,800,10,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2025-08-18
QN-025-04325,INCOMING_INSPECTION,2025-07-20,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,LOT-202507-45,4500087263,9650,40,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-US-03,CLOSED,2025-08-26
QN-025-04326,SUPPLIER_COMPLAINT,2025-07-27,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,LOT-202507-62,4500089391,17050,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-04,CLOSED,2025-09-03
QN-025-04327,SCAR,2025-08-03,Changwon Delta Circuit Inc.,CMP-DSP-0179,OLED display module 080,LOT-202508-79,,16250,480,DEF-PKG-05,packaging damaged in transit,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-05,CLOSED,2025-09-11
QN-025-04328,INCOMING_INSPECTION,2025-08-10,"PUSAN DISPLAY INDUSTRY CO., LTD.",CMP-BAT-0314,Li-ion battery pack 215,LOT-202508-96,,14250,65,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-DC-US-06,CLOSED,2025-09-19
QN-025-04329,INCOMING_INSPECTION,2025-08-17,Incheon Circuit Co Ltd,CMP-CBL-0361,flex ribbon cable 262,LOT-202508-23,,2400,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,USE_AS_IS,MER-DC-NL-01,CLOSED,2025-09-27
QN-025-04330,SUPPLIER_COMPLAINT,2025-08-24,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,LOT-202508-40,4500088475,15700,85,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-DE-01,CLOSED,2025-09-05
QN-025-04331,SCAR,2025-08-31,Gwangju Metalworks Industrial Corp.,CMP-FST-0456,torx screw 357,LOT-202508-57,4500089744,8150,50,DEF-DIM-03,dimension out of tolerance,MAJOR,RETURN_TO_VENDOR,MER-DC-CN-01,CLOSED,2025-09-13
QN-025-04332,INCOMING_INSPECTION,2025-09-07,Sapporo Optics Joint Stock Company,CMP-ENC-0503,machined housing 404,LOT-202509-74,,7750,15,DEF-PKG-05,packaging damaged in transit,MAJOR,REWORK,MER-DC-CN-02,CLOSED,2025-09-21
QN-025-04333,INCOMING_INSPECTION,2025-09-14,Dongguan Rixin Energy Inc.,CMP-CAM-0349,camera module 250,LOT-202509-91,,9200,190,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2025-09-29
QN-025-04334,SUPPLIER_COMPLAINT,2025-09-21,Quanzhou Apex Optics,CMP-ADH-0200,structural adhesive 101,LOT-202509-18,,13700,355,DEF-DIM-03,dimension out of tolerance,CRITICAL,USE_AS_IS,MER-DC-GB-01,CLOSED,2025-10-07
QN-025-04335,SCAR,2025-09-28,"Nagoya Metalworks Industry Co, Ltd",CMP-DSP-0484,OLED display module 385,LOT-202509-35,4500087980,2750,5,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-10-15
QN-025-04336,INCOMING_INSPECTION,2025-10-05,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0130,Li-ion battery pack 023,LOT-202510-52,4500089360,700,0,DEF-ELEC-04,fails electrical continuity test,MAJOR,USE_AS_IS,MER-DC-SG-01,CLOSED,2025-10-23
QN-025-04337,INCOMING_INSPECTION,2025-10-12,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,LOT-202510-69,,14400,55,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-3PL-US-01,CLOSED,2025-10-31
QN-025-04338,SUPPLIER_COMPLAINT,2025-10-19,Shaoxing Polymer Industrial Corp.,MRO-GEN-0722,maintenance supply item 22,LOT-202510-86,,8100,20,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-3PL-PL-02,CLOSED,2025-11-08
QN-025-04339,SCAR,2025-10-26,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,LOT-202510-13,,19650,65,DEF-ELEC-04,fails electrical continuity test,MINOR,RETURN_TO_VENDOR,MER-3PL-MY-03,CLOSED,2025-11-16
QN-025-04340,INCOMING_INSPECTION,2025-11-02,Volta Precision Joint Stock Company,CMP-ENC-0118,machined housing 019,LOT-202511-30,4500089072,8800,35,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-DC-US-01,CLOSED,2025-11-24
QN-025-04341,INCOMING_INSPECTION,2025-11-09,Da Nang Components Inc.,CMP-CAM-0365,camera module 266,LOT-202511-47,4500088852,3250,10,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2025-12-02
QN-025-04342,SUPPLIER_COMPLAINT,2025-11-16,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,LOT-202511-64,,3850,95,DEF-COSM-02,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-03,CLOSED,2025-12-10
QN-025-04343,SCAR,2025-11-23,Gumi Electronics (Shanghai),CMP-DSP-0500,OLED display module 393,LOT-202511-81,,4300,245,DEF-PKG-05,packaging damaged in transit,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-04,CLOSED,2025-12-18
QN-025-04344,INCOMING_INSPECTION,2025-11-30,Ulsan  Precision (Shanghai),CMP-BAT-0146,LI-ION BATTERY PACK 047,LOT-202511-98,,5400,15,DEF-ELEC-04,fails electrical continuity test,MINOR,SCRAP,MER-DC-US-05,CLOSED,2025-12-26
QN-025-04345,INCOMING_INSPECTION,2025-12-07,"Suwon Components Co., Ltd.",CMP-CBL-0193,flex ribbon cable 086,LOT-202512-25,4500087350,1500,90,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,REWORK,MER-DC-US-06,CLOSED,2026-01-03
QN-025-04346,SUPPLIER_COMPLAINT,2025-12-14,Fukuoka Tooling Industrial Corp.,CMP-ADH-0240,structural adhesive 141,LOT-202512-42,4500088205,18250,115,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-NL-01,CLOSED,2026-01-11
QN-025-04347,SCAR,2025-12-21,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,LOT-202512-59,,1100,20,DEF-DIM-03,dimension out of tolerance,MAJOR,USE_AS_IS,MER-DC-DE-01,CLOSED,2026-01-19
QN-025-04348,INCOMING_INSPECTION,2025-12-28,Chengdu Skylark Display Joint Stock Company,CMP-ENC-0134,machined housing 035,LOT-202512-76,,17400,180,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2026-01-27
QN-026-04349,INCOMING_INSPECTION,2026-01-04,Hue Amber Acoustics Industrial Corp,CMP-CAM-0245,camera module 146,LOT-202601-93,,6900,30,DEF-SOLDER-01,cold solder joint on connector,MINOR,SCRAP,MER-DC-CN-02,CLOSED,2026-02-04
QN-026-04350,SUPPLIER_COMPLAINT,2026-01-11,Ningbo Anchor Tooling,CMP-PCB-0268,main logic board assembly 169,LOT-202601-20,4500089768,5700,20,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-DC-JP-01,CLOSED,2026-02-12
QN-026-04351,SCAR,2026-01-18,"Zhuhai Coral Acoustics Industry Co., Ltd.",CMP-DSP-0115,OLED display module 016,LOT-202601-37,4500087715,9350,130,DEF-PKG-05,packaging damaged in transit,MAJOR,SCRAP,MER-DC-GB-01,CLOSED,2026-02-20
QN-026-04352,INCOMING_INSPECTION,2026-01-25,"Hangzhou Lake Display Industry Co., Ltd.",CMP-BAT-0362,Li-ion battery pack 263,LOT-202601-54,,8950,30,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2026-02-28
QN-026-04353,INCOMING_INSPECTION,2026-02-01,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,LOT-202602-71,,3700,205,DEF-ELEC-04,fails electrical continuity test,CRITICAL,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2026-03-08
QN-026-04354,SUPPLIER_COMPLAINT,2026-02-08,Long An Microsystems Industrial Corp.,CMP-ADH-0256,structural adhesive 149,LOT-202602-88,,6650,10,DEF-DIM-03,dimension out of tolerance,MINOR,REWORK,MER-3PL-US-01,CLOSED,2026-03-16
QN-026-04355,SCAR,2026-02-15,Pusan Metalworks Industrial Corp.,CMP-FST-0303,torx screw 204,LOT-202602-15,4500087776,16700,480,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,USE_AS_IS,MER-3PL-PL-02,CLOSED,2026-03-24
QN-026-04356,INCOMING_INSPECTION,2026-02-22,Toyohashi Gear Microsystems (Metro),CMP-BAT-0266,LI-ION BATTERY PACK 167,LOT-202602-32,,10100,110,DEF-SOLDER-01,cold solder joint on connector,MAJOR,RETURN_TO_VENDOR,MER-3PL-MY-03,OPEN,NULL
QN-026-04357,INCOMING_INSPECTION,2026-03-01,Hsinchu Circuit Inc.,CMP-CAM-0437,camera module 338,LOT-202603-49,,16200,15,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-01,CLOSED,2026-04-09
QN-026-04358,SUPPLIER_COMPLAINT,2026-03-08,Yokohama Kiyo Microsystems (Tokyo),CMP-PCB-0284,main logic board assembly 185,LOT-202603-66,,18000,310,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-02,CLOSED,2026-04-17
QN-026-04359,SCAR,2026-03-15,"Daegu Metalworks Industry Co., Ltd.",MRO-GEN-0701,maintenance supply item 01,LOT-202603-83,,14300,355,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-03,OPEN,N/A
QN-026-04360,INCOMING_INSPECTION,2026-03-22,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,Li-ion battery pack 079,LOT-202603-10,4500087407,9750,60,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,REWORK,MER-DC-US-04,CLOSED,2026-04-03
QN-026-04361,INCOMING_INSPECTION,2026-03-29,"Pingtung Energy Co., Ltd.",CMP-CBL-0425,flex ribbon cable 326,LOT-202603-27,4500087377,4150,5,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-DC-US-05,OPEN,N/A
QN-026-04362,SUPPLIER_COMPLAINT,2026-04-05,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,STRUCTURAL ADHESIVE 173,LOT-202604-44,,15600,180,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-06,CLOSED,2026-04-19
QN-026-04363,SCAR,2026-04-12,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,TORX SCREW 212,LOT-202604-61,,14400,105,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-NL-01,OPEN,
QN-026-04364,INCOMING_INSPECTION,2026-04-19,TAOYUAN OPTICS,CMP-ENC-0206,machined housing 107,LOT-202604-78,,11650,60,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-DE-01,OPEN,NULL
QN-026-04365,INCOMING_INSPECTION,2026-04-26,XIAMEN  HARBOR ENERGY INC.,CMP-CAM-0454,camera module 355,LOT-202604-95,4500087574,10950,30,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-DC-CN-01,OPEN,N/A
QN-026-04366,SUPPLIER_COMPLAINT,2026-05-03,Foshan Ridge Polymer Corporation,CMP-PCB-0100,MAIN LOGIC BOARD ASSEMBLY 001,LOT-202605-22,4500088408,7400,10,DEF-ELEC-04,fails electrical continuity test,MINOR,RETURN_TO_VENDOR,MER-DC-CN-02,OPEN,
QN-026-04367,SCAR,2026-05-10,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED DISPLAY MODULE 248,LOT-202605-39,,19300,30,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-JP-01,CLOSED,2026-05-29
QN-026-04368,INCOMING_INSPECTION,2026-05-17,"Quang Nam Precision Industry Co., Ltd.",CMP-BAT-0194,Li-ion battery pack 095,LOT-202605-56,,1450,20,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-DC-GB-01,OPEN,NULL
QN-026-04369,INCOMING_INSPECTION,2026-05-24,"Kunshan Components Co., Ltd.",CMP-CBL-0441,flex ribbon cable 342,LOT-202605-73,,6250,45,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,REWORK,MER-DC-MX-01,OPEN,
QN-026-04370,SUPPLIER_COMPLAINT,2026-05-31,Gumi Tooling Industrial Corp.,CMP-ADH-0288,STRUCTURAL ADHESIVE 189,LOT-202605-90,4500089562,1050,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-SG-01,OPEN,NULL
QN-026-04371,SCAR,2026-06-07,Suzhou Brightway Electronics Industrial Corp,CMP-FST-0375,torx screw 276,LOT-202606-17,4500088335,5550,15,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-3PL-US-01,OPEN,N/A
QN-025-04372,INCOMING_INSPECTION,2025-01-10,Osaka Meiwa Precision Joint Stock Company,CMP-ENC-0222,machined housing 123,LOT-202501-34,,19750,335,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-3PL-PL-02,CLOSED,2025-02-03
QN-025-04373,INCOMING_INSPECTION,2025-01-17,Sendai Components,CMP-CAM-0470,camera module 371,LOT-202501-51,,5000,45,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-3PL-MY-03,CLOSED,2025-02-11
QN-025-04374,SUPPLIER_COMPLAINT,2025-01-24,Nara Tooling Corporation,CMP-PCB-0517,main logic board assembly 418,LOT-202501-68,,11350,25,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-US-01,CLOSED,2025-02-19
QN-025-04375,SCAR,2025-01-31,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,LOT-202501-85,4500089647,10600,220,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2025-02-27
QN-025-04376,INCOMING_INSPECTION,2025-02-07,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,LI-ION BATTERY PACK 111,LOT-202502-12,4500089605,7850,0,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-03,CLOSED,2025-03-07
QN-025-04377,INCOMING_INSPECTION,2025-02-14,"Ningbo Anchor Circuit Co., Ltd.",MRO-GEN-0723,maintenance supply item 23,LOT-202502-29,,6450,35,DEF-PKG-05,packaging damaged in transit,MAJOR,USE_AS_IS,MER-DC-US-04,CLOSED,2025-03-15
QN-025-04378,SUPPLIER_COMPLAINT,2025-02-21,"Zhangzhou Reed Display Industry Co., Ltd.",CMP-PCB-0332,main logic board assembly 233,LOT-202502-46,,9600,40,DEF-SOLDER-01,cold solder joint on connector,MINOR,USE_AS_IS,MER-DC-US-05,CLOSED,2025-03-23
QN-025-04379,SCAR,2025-02-28,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0391,torx screw 284,LOT-202502-63,,7250,90,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-US-06,CLOSED,2025-03-31
QN-025-04380,INCOMING_INSPECTION,2025-03-07,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,machined housing 131,LOT-202503-80,4500089855,17450,35,DEF-ELEC-04,fails electrical continuity test,MINOR,REWORK,MER-DC-NL-01,CLOSED,2025-04-08
QN-025-04381,INCOMING_INSPECTION,2025-03-14,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387,LOT-202503-97,4500088899,3400,55,DEF-ELEC-04,fails electrical continuity test,CRITICAL,REWORK,MER-DC-DE-01,CLOSED,2025-04-16
QN-025-04382,SUPPLIER_COMPLAINT,2025-03-21,Vinh Phuc Microsystems Corporation,CMP-PCB-0132,main logic board assembly 033,LOT-202503-24,,3900,15,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-CN-01,CLOSED,2025-04-24
QN-025-04383,SCAR,2025-03-28,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,LOT-202503-41,,1300,0,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-CN-02,CLOSED,2025-05-02
QN-025-04384,INCOMING_INSPECTION,2025-04-04,"Hsinchu Optics Industry Co., Ltd.",CMP-BAT-0226,Li-ion battery pack 127,LOT-202504-58,,9400,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,USE_AS_IS,MER-DC-JP-01,CLOSED,2025-05-10
QN-025-04385,INCOMING_INSPECTION,2025-04-11,Bac Ninh Crown Metalworks Industry Co. Ltd,CMP-CBL-0353,flex ribbon cable 254,LOT-202504-75,,1950,5,DEF-ELEC-04,fails electrical continuity test,MINOR,SCRAP,MER-DC-GB-01,CLOSED,2025-05-18
QN-025-04386,SUPPLIER_COMPLAINT,2025-04-18,DONGGUAN RIXIN MICROSYSTEMS,MRO-GEN-0714,maintenance supply item 14,LOT-202504-92,4500089298,16800,175,DEF-DIM-03,dimension out of tolerance,CRITICAL,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-05-26
QN-025-04387,SCAR,2025-04-25,Tainan Metalworks Industrial Corp.,CMP-FST-0407,torx screw 308,LOT-202504-19,,6600,90,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-SG-01,CLOSED,2025-06-03
