TICKET_ID,CREATED_TS,CHANNEL,CUSTOMER_COUNTRY,PRODUCT_DESCRIPTION_RAW,SERIAL_NUMBER,PURCHASE_STORE,ISSUE_CATEGORY,SUBJECT,DESCRIPTION,STATUS,RESOLUTION_CODE,RESOLVED_DATE,CSAT_SCORE
TCK-301246,2025-10-11T11:22:00+09:00,EMAIL,US,SlateKids256GBSilver 256,SLTKD67074S,Meridian Store Seattle 27,BATTERY,Battery issue with Slate Kids 256GB Silver,"Hello, my Meridian Slate Kids 256GB Silver has been shutting down at 30% since last week. Very disappointed.",RESOLVED,,,4
TCK-301247,2025-10-14T12:29:00-05:00,CHAT,US,my meridian speaker,HLOMX74993T,,SHIPPING_DAMAGE,Shipping Damage issue with Halo Max Black,After charging overnight the HaloMaxBlack started dented on arrival. The unit feels warm.,RESOLVED,REFUND,2025-10-21,2
TCK-301248,2025-10-17T13:36:00Z,STORE,US,,,,DISPLAY,Display issue with Halo Studio Silver,I went back to the store but they redirected me here. The my meridian speaker is going black randomly.,RESOLVED,NO_FAULT_FOUND,2025-10-25,
TCK-301249,2025-10-20T14:43:00+08:00,PHONE,US,halo home blue,HLOH190831V,,CONNECTIVITY,Connectivity issue with Halo Home Blue,Device losing 5G signal. Serial sticker is worn but it is a halo home blue.,IN_PROGRESS,REPLACED,2025-10-29,3
TCK-301250,2025-10-23T15:50:00-07:00,EMAIL,AU,Meridian Core Watch 2 Green,CRW2098750W,,CONNECTIVITY,Connectivity issue with Core Watch 2 Green,I went back to the store but they redirected me here. The core watch 2 green is dropping wifi.,RESOLVED,REPAIRED,2025-11-02,1
TCK-301251,2025-10-26T16:57:00+01:00,CHAT,JP,CoreBandBlack,CRBND06669X,,OTHER,Other issue with Core Band Black,My Meridian Core Band Black stopped behaving oddly after the last update. I bought it at the store and it is only 10 months old.,RESOLVED,,NULL,4
TCK-301252,2025-10-29T17:04:00+09:00,CHAT,US,my meridian watch,CRW4P14588Y,,OTHER,Other issue with Core Watch 4 Pro Silver,The CoreWatch4ProSilver I purchased keeps behaving oddly. Please advise on warranty options.,IN_PROGRESS,REPAIRED,2025-11-01,2
TCK-301253,2025-11-01T18:11:00-05:00,STORE,US,pullse 7 128gb blue,PLS7022507Z,Meridian Store Miami 14,CONNECTIVITY,Connectivity issue with Pulse 7 128GB Blue,my meridian phone failing to pair during normal use. Requesting a replacement unit.,NEW,REFUND,2025-11-05,5
TCK-301254,2025-11-04T08:18:00Z,EMAIL,US,pulse 8 256gb black,PLS8030426A,,AUDIO,Audio issue with Pulse 8 256GB Black,Device crackling at high volume. Serial sticker is worn but it is a pullse 8 256gb black.,RESOLVED,REFUND,2025-11-09,
TCK-301255,2025-11-07T09:25:00+08:00,STORE,US,Meridian Pulse 8 Lite 256GB Silver,PLS8L38345B,,OTHER,Other issue with Pulse 8 Lite 256GB Silver,Our IT team sees the pulse 8 lite 256gb silver getting warm in standby on multiple units we deployed.,CLOSED,REPLACED,2025-11-13,1
TCK-301256,2025-11-10T10:32:00-07:00,CHAT,AU,Pulse9Pro256GBBlue 256,PLS9P46264C,,CONNECTIVITY,Connectivity issue with Pulse 9 Pro 256GB Blue,I went back to the store but they redirected me here. The Meridian Pulse 9 Pro 256GB Blue is failing to pair.,RESOLVED,,N/A,4
TCK-301257,2025-11-13T11:39:00+01:00,CHAT,JP,my meridian phone,PLSXF54183D,,DISPLAY,Display issue with Pulse X Fold 128GB Black,"Hello, my device has been showing green lines since last week. Very disappointed.",NEW,NO_FAULT_FOUND,2025-11-21,2
TCK-301258,2025-11-16T12:46:00+09:00,PHONE,CN,pullse 6 pro 128gb silver,PLS6P62102E,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 6 Pro 128GB Silver,After charging overnight the device started delivered with a cracked corner. The unit feels warm.,CLOSED,REPLACED,2025-11-25,NULL
TCK-301259,2025-11-19T13:53:00-05:00,STORE,NL,aura 14 128gb blue,ARA1470021F,,DISPLAY,Display issue with Aura 14 128GB Blue,Customer reports going black randomly on a device. The unit seems to be the cause.,RESOLVED,REPLACED,2025-11-29,3
TCK-301260,2025-11-22T14:00:00Z,CHAT,US,Meridian Aura 15 Pro 256GB Black,,Meridian Store Austin 01,CONNECTIVITY,Connectivity issue with Aura 15 Pro 256GB Black,aura 15 pro 256gb black losing 5G signal during normal use. Requesting a replacement unit.,CLOSED,REFUND,2025-11-24,
TCK-301261,2025-11-25T15:07:00+08:00,EMAIL,US,,ARA1685859H,,DISPLAY,Display issue with Aura 16 Pro 256GB Silver,The Meridian Aura 16 Pro 256GB Silver I purchased keeps flickering at low brightness. Please advise on warranty options.,CLOSED,,,4
TCK-301262,2025-11-28T16:14:00-07:00,STORE,AU,my meridian laptop,ARAGO93778K,,SHIPPING_DAMAGE,Shipping Damage issue with Aura Go 256GB Blue,"Hello, my AuraGo256GBBlue 256 has been delivered with a cracked corner since last week. Very disappointed.",RESOLVED,REPLACED,2025-12-02,2
TCK-301263,2025-12-01T17:21:00+01:00,CHAT,JP,slate 8 128gb black,SLT8001697M,,AUDIO,Audio issue with Slate 8 128GB Black,Gift for my daughter — the my meridian tablet arrived producing static. Box was intact.,CLOSED,NO_FAULT_FOUND,2025-12-06,5
TCK-301264,2025-12-04T18:28:00+09:00,STORE,CN,slate 10 128gb silver,SLT1009616N,,SOFTWARE,Software issue with Slate 10 128GB Silver,"Hello, my slate 10 128gb silver has been rebooting in a loop since last week. Very disappointed.",CLOSED,REFUND,2025-12-10,3
TCK-301265,2025-12-04T18:28:00+09:00,EMAIL,NL,Meridian Slate 11 128GB Blue,SLT1117535P,,DISPLAY,Display issue with Slate 11 128GB Blue,slate 11 128gb blue flickering at low brightness during normal use. Requesting a replacement unit.,RESOLVED,REPLACED,2025-12-11,1
TCK-301266,2025-12-10T09:42:00Z,STORE,FR,Slate11Pro256GBBlack 256,SLT1125454Q,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 11 Pro 256GB Black,"Hello, my Meridian Slate 11 Pro 256GB Black has been missing accessories since last week. Very disappointed.",NEW,,NULL,
TCK-301267,2025-12-13T10:49:00+08:00,CHAT,DE,my meridian speaker,HLOB233373R,Meridian Store Munich 78,SOFTWARE,Software issue with Halo Buds 2 Silver,My HaloBuds2Silver stopped stuck on the update screen after the last update. I bought it at Meridian Store Munich 78 and it is only 3 months old.,CLOSED,NO_FAULT_FOUND,2025-12-22,2
TCK-301268,2025-12-16T11:56:00-07:00,STORE,GB,halo mini blue,HLOMN41292S,,CONNECTIVITY,Connectivity issue with Halo Mini Blue,The my meridian speaker I purchased keeps losing 5G signal. Please advise on warranty options.,CLOSED,REFUND,2025-12-26,5
TCK-301269,2025-12-19T12:03:00+01:00,EMAIL,JP,halo go green,HLOGO49211T,,AUDIO,Audio issue with Halo Go Green,The halo go green I purchased keeps crackling at high volume. Please advise on warranty options.,RESOLVED,REPAIRED,2025-12-21,3
TCK-301270,2025-12-22T13:10:00+09:00,PHONE,CN,Meridian Halo Fit Black,HLOFT57130U,,BATTERY,Battery issue with Halo Fit Black,"Hello, my halo fit black has been not holding a charge since last week. Very disappointed.",IN_PROGRESS,REPLACED,2025-12-25,1
TCK-301271,2025-12-25T14:17:00-05:00,CHAT,NL,CoreWatch3ProSilver,CRW3P65049V,,SOFTWARE,Software issue with Core Watch 3 Pro Silver,Customer reports freezing on the lock screen on a Meridian Core Watch 3 Pro Silver. The firmware seems to be the cause.,RESOLVED,,N/A,4
TCK-301272,2025-12-28T15:24:00Z,PHONE,FR,my meridian watch,,,DISPLAY,Display issue with Core Band 2 Blue,Device flickering at low brightness. Serial sticker is worn but it is a CoreBand2Blue.,NEW,REPLACED,2026-01-02,
TCK-301273,2025-12-31T16:31:00+08:00,PHONE,DE,core kids green,CRKID80887X,,OTHER,Other issue with Core Kids Green,Device rattling when shaken. Serial sticker is worn but it is a my meridian watch.,IN_PROGRESS,REPLACED,2026-01-06,5
TCK-301274,2026-01-03T17:38:00-07:00,EMAIL,GB,,PLS7P88806Y,Meridian Store London 65,AUDIO,Audio issue with Pulse 7 Pro 128GB Blue,pullse 7 pro 128gb blue losing the left channel during normal use. Requesting a replacement unit.,RESOLVED,NO_FAULT_FOUND,2026-01-10,3
TCK-301275,2026-01-06T18:45:00+01:00,STORE,CA,Meridian Pulse 8 Pro 256GB Black,PLS8P96725Z,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 8 Pro 256GB Black,pulse 8 pro 256gb black delivered with a cracked corner during normal use. Requesting a replacement unit.,NEW,REPLACED,2026-01-14,NULL
TCK-301276,2026-01-09T08:52:00+09:00,STORE,US,Pulse9256GBSilver 256,PLS9004644A,,CONNECTIVITY,Connectivity issue with Pulse 9 256GB Silver,Our IT team sees the Meridian Pulse 9 256GB Silver failing to pair on multiple units we deployed.,RESOLVED,,,4
TCK-301277,2026-01-12T09:59:00-05:00,EMAIL,NL,my meridian phone,PLS9U12563B,,CONNECTIVITY,Connectivity issue with Pulse 9 Ultra 256GB Blue,Customer reports failing to pair on a device. The unit seems to be the cause.,CLOSED,NO_FAULT_FOUND,2026-01-22,2
TCK-301278,2026-01-15T10:06:00Z,EMAIL,FR,pullse 6 128gb black,PLS6020482C,,DISPLAY,Display issue with Pulse 6 128GB Black,"Hello, my device has been flickering at low brightness since last week. Very disappointed.",RESOLVED,REFUND,2026-01-17,
TCK-301279,2026-01-18T11:13:00+08:00,STORE,DE,aura 13 128gb silver,ARA1328401D,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 13 128GB Silver,Gift for my daughter — the device arrived missing accessories. Box was intact.,IN_PROGRESS,REPLACED,2026-01-21,3
TCK-301280,2026-01-21T12:20:00-07:00,EMAIL,GB,Meridian Aura 15 128GB Blue,ARA1536320E,,BATTERY,Battery issue with Aura 15 128GB Blue,aura 15 128gb blue draining within two hours during normal use. Requesting a replacement unit.,RESOLVED,NO_FAULT_FOUND,2026-01-25,1
TCK-301281,2026-01-24T13:27:00+01:00,CHAT,CA,Aura16256GBBlack 256,ARA1644239F,Meridian Store Vancouver 52,AUDIO,Audio issue with Aura 16 256GB Black,I went back to Meridian Store Vancouver 52 but they redirected me here. The Meridian Aura 16 256GB Black is crackling at high volume.,RESOLVED,,NULL,4
TCK-301282,2026-01-27T14:34:00+09:00,STORE,US,my meridian laptop,ARAST52158G,,SHIPPING_DAMAGE,Shipping Damage issue with Aura Studio 256GB Silver,Customer reports dented on arrival on a AuraStudio256GBSilver 256. The packaging seems to be the cause.,RESOLVED,REFUND,2026-02-02,2
TCK-301283,2026-01-30T15:41:00-05:00,STORE,US,aura 13 pro 256gb blue,ARA1360077H,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 13 Pro 256GB Blue,my meridian laptop missing accessories during normal use. Requesting a replacement unit.,NEW,NO_FAULT_FOUND,2026-02-06,5
TCK-301284,2026-02-02T16:48:00Z,CHAT,US,slate 9 128gb black,,,OTHER,Other issue with Slate 9 128GB Black,Gift for my daughter — the slate 9 128gb black arrived rattling when shaken. Box was intact.,CLOSED,REFUND,2026-02-10,
TCK-301285,2026-02-05T17:55:00+08:00,CHAT,DE,Meridian Slate 10 Pro 128GB Silver,SLT1075915M,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 10 Pro 128GB Silver,My slate 10 pro 128gb silver stopped dented on arrival after the last update. I bought it at the store and it is only 21 months old.,IN_PROGRESS,REPAIRED,2026-02-14,1
TCK-301286,2026-02-08T18:02:00-07:00,CHAT,GB,SlateMini128GBBlue 128,SLTMN83834N,,AUDIO,Audio issue with Slate Mini 128GB Blue,Customer reports producing static on a Meridian Slate Mini 128GB Blue. The unit seems to be the cause.,IN_PROGRESS,,N/A,4
TCK-301287,2026-02-11T08:09:00+01:00,CHAT,CA,,SLTKD91753P,,OTHER,Other issue with Slate Kids 256GB Black,"Hello, my SlateKids256GBBlack 256 has been getting warm in standby since last week. Very disappointed.",IN_PROGRESS,REPLACED,2026-02-13,2
TCK-301288,2026-02-11T08:09:00+01:00,STORE,US,halo buds 2 pro green,HLOB299672Q,Meridian Store Portland 39,AUDIO,Audio issue with Halo Buds 2 Pro Green,After charging overnight the my meridian speaker started producing static. The unit feels warm.,NEW,NO_FAULT_FOUND,2026-02-14,5
TCK-301289,2026-02-17T10:23:00-05:00,EMAIL,US,halo studio black,HLOST07591R,,BATTERY,Battery issue with Halo Studio Black,"Hello, my halo studio black has been shutting down at 30% since last week. Very disappointed.",RESOLVED,REPAIRED,2026-02-21,3
TCK-301290,2026-02-20T11:30:00Z,STORE,US,Meridian Halo Home Silver,HLOH115510S,,BATTERY,Battery issue with Halo Home Silver,I went back to the store but they redirected me here. The halo home silver is not holding a charge.,IN_PROGRESS,REPAIRED,2026-02-25,
TCK-301291,2026-02-23T12:37:00+08:00,PHONE,US,CoreWatch2Blue,CRW2023429T,,AUDIO,Audio issue with Core Watch 2 Blue,Meridian Core Watch 2 Blue losing the left channel during normal use. Requesting a replacement unit.,NEW,,,4
TCK-301292,2026-02-26T13:44:00-07:00,PHONE,AU,my meridian watch,CRW4031348U,,SHIPPING_DAMAGE,Shipping Damage issue with Core Watch 4 Green,"Hello, my CoreWatch4Green has been delivered with a cracked corner since last week. Very disappointed.",RESOLVED,REFUND,2026-03-05,NULL
TCK-301293,2026-03-01T14:51:00+01:00,CHAT,CA,core watch 4 pro black,CRW4P39267V,,OTHER,Other issue with Core Watch 4 Pro Black,The my meridian watch I purchased keeps behaving oddly. Please advise on warranty options.,CLOSED,NO_FAULT_FOUND,2026-03-09,5
TCK-301294,2026-03-04T15:58:00+09:00,CHAT,US,pulse 7 128gb silver,PLS7047186W,,BATTERY,Battery issue with Pulse 7 128GB Silver,Customer reports shutting down at 30% on a pullse 7 128gb silver. The unit seems to be the cause.,IN_PROGRESS,NO_FAULT_FOUND,2026-03-13,3
TCK-301295,2026-03-07T16:05:00-05:00,STORE,US,Meridian Pulse 8 128GB Blue,PLS8055105X,Meridian Store Denver 26,SOFTWARE,Software issue with Pulse 8 128GB Blue,Customer reports rebooting in a loop on a pulse 8 128gb blue. The unit seems to be the cause.,CLOSED,REFUND,2026-03-17,1
TCK-301296,2026-03-10T17:12:00Z,PHONE,US,Pulse8Lite256GBBlack 256,,,DISPLAY,Display issue with Pulse 8 Lite 256GB Black,Device going black randomly. Serial sticker is worn but it is a Meridian Pulse 8 Lite 256GB Black.,IN_PROGRESS,,NULL,
TCK-301297,2026-03-13T18:19:00+08:00,EMAIL,US,my meridian phone,PLS9P70943Z,,AUDIO,Audio issue with Pulse 9 Pro 256GB Silver,Customer reports losing the left channel on a device. The unit seems to be the cause.,IN_PROGRESS,NO_FAULT_FOUND,2026-03-16,2
TCK-301298,2026-03-16T08:26:00-07:00,CHAT,AU,pullse 9 lite 256gb blue,PLS9L78862A,,BATTERY,Battery issue with Pulse 9 Lite 256GB Blue,"Hello, my device has been not holding a charge since last week. Very disappointed.",RESOLVED,REPLACED,2026-03-20,5
TCK-301299,2026-03-19T09:33:00+01:00,EMAIL,JP,pulse 6 pro 128gb black,PLS6P86781B,,OTHER,Other issue with Pulse 6 Pro 128GB Black,My device stopped rattling when shaken after the last update. I bought it at the store and it is only 12 months old.,IN_PROGRESS,REPAIRED,2026-03-24,3
TCK-301300,2026-03-22T10:40:00+09:00,PHONE,CN,,ARA1494700C,,DISPLAY,Display issue with Aura 14 128GB Silver,Device flickering at low brightness. Serial sticker is worn but it is a aura 14 128gb silver.,NEW,REPAIRED,2026-03-28,1
TCK-301301,2026-03-25T11:47:00-05:00,CHAT,US,Aura15Pro128GBBlue 128,ARA1502619D,,OTHER,Other issue with Aura 15 Pro 128GB Blue,My Meridian Aura 15 Pro 128GB Blue stopped rattling when shaken after the last update. I bought it at the store and it is only 14 months old.,CLOSED,,N/A,4
TCK-301302,2026-03-28T12:54:00Z,STORE,US,my meridian laptop,ARA1610538E,Meridian Store Boston 13,AUDIO,Audio issue with Aura 16 Pro 256GB Black,After charging overnight the Aura16Pro256GBBlack 256 started producing static. The speaker feels warm.,NEW,NO_FAULT_FOUND,2026-04-05,
TCK-301303,2026-03-31T13:01:00+08:00,EMAIL,US,aura go 256gb silver,ARAGO18457F,,CONNECTIVITY,Connectivity issue with Aura Go 256GB Silver,My my meridian laptop stopped dropping wifi after the last update. I bought it at the store and it is only 16 months old.,CLOSED,REFUND,2026-04-09,5
TCK-301304,2026-04-03T14:08:00-07:00,STORE,AU,aura 14 pro 256gb blue,ARA1426376G,,SOFTWARE,Software issue with Aura 14 Pro 256GB Blue,Gift for my daughter — the aura 14 pro 256gb blue arrived freezing on the lock screen. Box was intact.,CLOSED,REPLACED,2026-04-13,3
TCK-301305,2026-04-06T15:15:00+01:00,STORE,JP,Meridian Slate 10 128GB Black,SLT1034295H,,CONNECTIVITY,Connectivity issue with Slate 10 128GB Black,Customer reports failing to pair on a slate 10 128gb black. The unit seems to be the cause.,RESOLVED,REPLACED,2026-04-08,1
TCK-301306,2026-04-09T16:22:00+09:00,CHAT,CN,Slate11128GBSilver 128,SLT1142214K,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 11 128GB Silver,"Hello, my Meridian Slate 11 128GB Silver has been delivered with a cracked corner since last week. Very disappointed.",NEW,,,4
TCK-301307,2026-04-12T17:29:00-05:00,STORE,NL,my meridian tablet,SLT1150133M,,BATTERY,Battery issue with Slate 11 Pro 128GB Blue,Gift for my daughter — the Slate11Pro128GBBlue 128 arrived draining within two hours. Box was intact.,CLOSED,REPAIRED,2026-04-16,2
TCK-301308,2026-04-15T18:36:00Z,EMAIL,FR,halo buds 2 black,,,SHIPPING_DAMAGE,Shipping Damage issue with Halo Buds 2 Black,The my meridian speaker I purchased keeps missing accessories. Please advise on warranty options.,IN_PROGRESS,REPAIRED,2026-04-20,
TCK-301309,2026-04-18T08:43:00+08:00,STORE,DE,halo mini silver,HLOMN65971P,Meridian Store Munich 90,SOFTWARE,Software issue with Halo Mini Silver,Our IT team sees the halo mini silver stuck on the update screen on multiple units we deployed.,NEW,REFUND,2026-04-24,NULL
TCK-301310,2026-04-21T09:50:00-07:00,CHAT,AU,Meridian Halo Go Blue,HLOGO73890Q,,CONNECTIVITY,Connectivity issue with Halo Go Blue,Customer reports losing 5G signal on a halo go blue. The antenna seems to be the cause.,IN_PROGRESS,REPAIRED,2026-04-28,1
TCK-301311,2026-04-21T09:50:00-07:00,PHONE,JP,HaloBuds3Green,HLOB381809R,,BATTERY,Battery issue with Halo Buds 3 Green,I went back to the store but they redirected me here. The Meridian Halo Buds 3 Green is draining within two hours.,CLOSED,,NULL,4
TCK-301312,2026-04-27T11:04:00+09:00,PHONE,CN,my meridian watch,CRW3P89728S,,OTHER,Other issue with Core Watch 3 Pro Black,My CoreWatch3ProBlack stopped behaving oddly after the last update. I bought it at the store and it is only 2 months old.,NEW,REFUND,2026-05-06,2
TCK-301313,2026-04-30T12:11:00-05:00,CHAT,NL,,CRBN297647T,,DISPLAY,Display issue with Core Band 2 Silver,The my meridian watch I purchased keeps going black randomly. Please advise on warranty options.,IN_PROGRESS,REPAIRED,2026-05-10,5
TCK-301314,2026-05-03T13:18:00Z,STORE,FR,core kids blue,CRKID05566U,,DISPLAY,Display issue with Core Kids Blue,After charging overnight the core kids blue started showing green lines. The unit feels warm.,CLOSED,NO_FAULT_FOUND,2026-05-05,
TCK-301315,2026-05-06T14:25:00+08:00,EMAIL,DE,Meridian Pulse 7 Pro 128GB Silver,PLS7P13485V,,OTHER,Other issue with Pulse 7 Pro 128GB Silver,Device getting warm in standby. Serial sticker is worn but it is a pulse 7 pro 128gb silver.,NEW,REPLACED,2026-05-09,1
TCK-301316,2026-05-09T15:32:00-07:00,STORE,GB,Pulse8Pro128GBBlue 128,PLS8P21404W,Meridian Store London 77,SOFTWARE,Software issue with Pulse 8 Pro 128GB Blue,Customer reports rebooting in a loop on a Meridian Pulse 8 Pro 128GB Blue. The unit seems to be the cause.,IN_PROGRESS,,N/A,4
TCK-301317,2026-05-12T16:39:00+01:00,EMAIL,CA,my meridian phone,PLS9029323X,,OTHER,Other issue with Pulse 9 256GB Black,The device I purchased keeps rattling when shaken. Please advise on warranty options.,CLOSED,REFUND,2026-05-17,2
TCK-301318,2026-05-15T17:46:00+09:00,EMAIL,CN,pullse 9 ultra 256gb silver,PLS9U37242Y,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 9 Ultra 256GB Silver,My device stopped dented on arrival after the last update. I bought it at the store and it is only 8 months old.,CLOSED,NO_FAULT_FOUND,2026-05-21,5
TCK-301319,2026-05-18T18:53:00-05:00,EMAIL,NL,pulse x fold 256gb blue,PLSXF45161Z,,AUDIO,Audio issue with Pulse X Fold 256GB Blue,I went back to the store but they redirected me here. The device is losing the left channel.,IN_PROGRESS,NO_FAULT_FOUND,2026-05-25,3
TCK-301320,2026-05-21T08:00:00Z,CHAT,FR,Meridian Aura 13 128GB Black,,,BATTERY,Battery issue with Aura 13 128GB Black,Device shutting down at 30%. Serial sticker is worn but it is a aura 13 128gb black.,CLOSED,REFUND,2026-05-29,
TCK-301321,2026-05-24T09:07:00+08:00,EMAIL,DE,Aura15128GBSilver 128,ARA1560999B,,OTHER,Other issue with Aura 15 128GB Silver,My Meridian Aura 15 128GB Silver stopped rattling when shaken after the last update. I bought it at the store and it is only 11 months old.,IN_PROGRESS,,,4
TCK-301322,2026-05-27T10:14:00-07:00,STORE,GB,my meridian laptop,ARA1668918C,,CONNECTIVITY,Connectivity issue with Aura 16 128GB Blue,Our IT team sees the Aura16128GBBlue 128 losing 5G signal on multiple units we deployed.,NEW,REPAIRED,2026-06-06,2
TCK-301323,2026-05-30T11:21:00+01:00,STORE,CA,aura studio 256gb black,ARAST76837D,Meridian Store Vancouver 64,CONNECTIVITY,Connectivity issue with Aura Studio 256GB Black,Gift for my daughter — the my meridian laptop arrived losing 5G signal. Box was intact.,CLOSED,REFUND,2026-06-01,5
TCK-301324,2026-06-02T12:28:00+09:00,CHAT,US,aura 13 pro 256gb silver,ARA1384756E,,SOFTWARE,Software issue with Aura 13 Pro 256GB Silver,Customer reports freezing on the lock screen on a aura 13 pro 256gb silver. The unit seems to be the cause.,NEW,REPLACED,2026-06-05,3
TCK-301325,2026-06-05T13:35:00-05:00,PHONE,US,Meridian Slate 8 256GB Blue,SLT8092675F,,DISPLAY,Display issue with Slate 8 256GB Blue,Device going black randomly. Serial sticker is worn but it is a slate 8 256gb blue.,IN_PROGRESS,REFUND,2026-06-09,1
TCK-301326,2026-06-08T14:42:00Z,PHONE,FR,,SLT1000594G,,SHIPPING_DAMAGE,Shipping Damage issue with Slate 10 Pro 128GB Black,My Meridian Slate 10 Pro 128GB Black stopped delivered with a cracked corner after the last update. I bought it at the store and it is only 16 months old.,NEW,,NULL,
TCK-301327,2026-06-11T15:49:00+08:00,CHAT,DE,my meridian tablet,SLTMN08513H,,SOFTWARE,Software issue with Slate Mini 128GB Silver,Customer reports rebooting in a loop on a SlateMini128GBSilver 128. The unit seems to be the cause.,IN_PROGRESS,REFUND,2026-06-17,2
TCK-301328,2025-06-17T16:56:00-07:00,PHONE,GB,slate kids 128gb blue,SLTKD16432K,,DISPLAY,Display issue with Slate Kids 128GB Blue,Customer reports flickering at low brightness on a my meridian tablet. The unit seems to be the cause.,CLOSED,REFUND,2025-06-24,5
TCK-301329,2025-06-20T17:03:00+01:00,STORE,CA,halo buds 2 pro blue,HLOB224351M,,BATTERY,Battery issue with Halo Buds 2 Pro Blue,After charging overnight the halo buds 2 pro blue started draining within two hours. The unit feels warm.,IN_PROGRESS,REPLACED,2025-06-28,3
TCK-301330,2025-06-23T18:10:00+09:00,CHAT,US,Meridian Halo Soundbar Green,HLOSB32270N,Meridian Store Seattle 51,SOFTWARE,Software issue with Halo Soundbar Green,"Hello, my halo soundbar green has been freezing on the lock screen since last week. Very disappointed.",IN_PROGRESS,REPLACED,2025-07-02,1
TCK-301331,2025-06-26T08:17:00-05:00,PHONE,US,HaloHomeBlack,HLOH140189P,,DISPLAY,Display issue with Halo Home Black,Gift for my daughter — the Meridian Halo Home Black arrived flickering at low brightness. Box was intact.,CLOSED,,N/A,4
TCK-301332,2025-06-29T09:24:00Z,PHONE,US,my meridian watch,,,CONNECTIVITY,Connectivity issue with Core Watch 2 Silver,The CoreWatch2Silver I purchased keeps losing 5G signal. Please advise on warranty options.,CLOSED,REPLACED,2025-07-01,
TCK-301333,2025-07-02T10:31:00+08:00,PHONE,US,core watch 4 blue,CRW4056027R,,AUDIO,Audio issue with Core Watch 4 Blue,Our IT team sees the my meridian watch producing static on multiple units we deployed.,RESOLVED,REPAIRED,2025-07-05,5
TCK-301334,2025-07-02T10:31:00+08:00,CHAT,GB,core ring green,CRRNG63946S,,CONNECTIVITY,Connectivity issue with Core Ring Green,Our IT team sees the core ring green failing to pair on multiple units we deployed.,NEW,REPAIRED,2025-07-06,3
TCK-301335,2025-07-08T12:45:00+01:00,CHAT,CA,Meridian Pulse 7 128GB Black,PLS7071865T,,AUDIO,Audio issue with Pulse 7 128GB Black,The pulse 7 128gb black I purchased keeps crackling at high volume. Please advise on warranty options.,IN_PROGRESS,NO_FAULT_FOUND,2025-07-13,1
TCK-301336,2025-07-11T13:52:00+09:00,STORE,US,Pulse8128GBSilver 128,PLS8079784U,,SHIPPING_DAMAGE,Shipping Damage issue with Pulse 8 128GB Silver,After charging overnight the Meridian Pulse 8 128GB Silver started missing accessories. The unit feels warm.,NEW,,,4
TCK-301337,2025-07-14T14:59:00-05:00,PHONE,US,my meridian phone,PLS8L87703V,Meridian Store Miami 38,CONNECTIVITY,Connectivity issue with Pulse 8 Lite 128GB Blue,I went back to Meridian Store Miami 38 but they redirected me here. The device is dropping wifi.,IN_PROGRESS,REFUND,2025-07-21,2
TCK-301338,2025-07-17T15:06:00Z,STORE,US,pullse 9 pro 256gb black,PLS9P95622W,,BATTERY,Battery issue with Pulse 9 Pro 256GB Black,Customer reports not holding a charge on a device. The unit seems to be the cause.,RESOLVED,REPLACED,2025-07-25,
TCK-301339,2025-07-20T16:13:00+08:00,CHAT,US,,PLS9L03541X,,CONNECTIVITY,Connectivity issue with Pulse 9 Lite 256GB Silver,Gift for my daughter — the device arrived dropping wifi. Box was intact.,IN_PROGRESS,NO_FAULT_FOUND,2025-07-29,3
TCK-301340,2025-07-23T17:20:00-07:00,PHONE,AU,Meridian Pulse 6 256GB Blue,PLS6011460Y,,SOFTWARE,Software issue with Pulse 6 256GB Blue,My pulse 6 256gb blue stopped stuck on the update screen after the last update. I bought it at the store and it is only 7 months old.,NEW,NO_FAULT_FOUND,2025-08-02,1
TCK-301341,2025-07-26T18:27:00+01:00,EMAIL,JP,Aura14128GBBlack 128,ARA1419379Z,,DISPLAY,Display issue with Aura 14 128GB Black,Meridian Aura 14 128GB Black going black randomly during normal use. Requesting a replacement unit.,RESOLVED,,NULL,4
TCK-301342,2025-07-29T08:34:00+09:00,PHONE,US,my meridian laptop,ARA1527298A,,SOFTWARE,Software issue with Aura 15 Pro 128GB Silver,Aura15Pro128GBSilver 128 rebooting in a loop during normal use. Requesting a replacement unit.,CLOSED,REFUND,2025-08-01,2
TCK-301343,2025-08-01T09:41:00-05:00,STORE,US,aura 16 pro 128gb blue,ARA1635217B,,SHIPPING_DAMAGE,Shipping Damage issue with Aura 16 Pro 128GB Blue,My my meridian laptop stopped delivered with a cracked corner after the last update. I bought it at the store and it is only 10 months old.,CLOSED,REPLACED,2025-08-05,NULL
TCK-301344,2025-08-04T10:48:00Z,STORE,US,aura go 256gb black,,Meridian Store Austin 25,SHIPPING_DAMAGE,Shipping Damage issue with Aura Go 256GB Black,"Hello, my aura go 256gb black has been missing accessories since last week. Very disappointed.",RESOLVED,REPAIRED,2025-08-09,
