PO_NUMBER,PO_LINE_ITEM,DOC_TYPE,PO_DATE,VENDOR_ID,SUPPLIER_NAME,MATERIAL_NUMBER,SHORT_TEXT,ORDER_QTY,ORDER_UOM,NET_PRICE,PRICE_UNIT,CURRENCY,NET_VALUE_USD,INCOTERMS,INCOTERMS_LOCATION,PLANT_CODE,DELIVERY_DATE,PURCH_GROUP,PO_STATUS
4500089391,00020,NB,2024-11-20,0000113774,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,12833,EA,"6,993.60",1,JPY,"USD 579,024.96",DDP,TWKHH,MER-3PL-PL-02,2025-01-21,P107,OPEN
4500089391,00030,NB,2024-11-20,0000113774,Hanoi Lotus Microsystems Corporation,CMP-PCB-0380,main logic board assembly 281,5593,EA,"10,960,050.00",1000,JPY,"USD 395,481.03",DDP,TWKHH,MER-3PL-MY-03,2025-01-21,P107,OPEN
4500089391,00040,NB,2024-11-20,0000113774,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,7452,EA,"69,936.00",10,JPY,"USD 336,234.24",DDP,TWKHH,MER-DC-US-01,2025-01-21,P107,CLOSED
4500089395,00010,NB,2024-11-25,0000106376,Osaka Meiwa Precision Joint Stock Company,CMP-ENC-0222,machined housing 123,11059,EA,304.00,100,USD,"33,619.36",DAP,TWTPE,MER-3PL-PL-02,2025-01-27,P107,CLOSED
4500089395,00020,NB,2024-11-25,0000106376,Osaka Meiwa Precision Joint Stock Company,CMP-ENC-0422,machined housing 323,18427,EA,21.80,10,USD,"40,170.86",DAP,TWTPE,MER-3PL-MY-03,2025-01-27,P107,CANCELLED
4500089395,00030,NB,2024-11-25,0000106376,Osaka Meiwa Precision Joint Stock Company,MRO-GEN-0728,maintenance supply item 28,14008,EA,"36,484.00",100,USD,"5,110,678.72",DAP,TWTPE,MER-DC-US-01,2025-01-27,P107,CANCELLED
4500089402,00010,NB,2024-11-30,0000127200,Jiaxing Display Joint Stock Company,CMP-ENC-0326,machined housing 227,17042,EA,"3,310.00",1000,USD,"56,409.02",EXW,TWKHH,MER-3PL-MY-03,2025-02-02,P106,CLOSED
4500089406,00010,NB,2024-12-05,0000109801,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0147,OLED display module 048,13682,EA,"557,136.00",1000,CNY,"1,058,713.16",EXW,CNXMN,MER-DC-US-01,2025-02-08,P106,OPEN
4500089406,00020,NB,2024-12-05,0000109801,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED display module 248,23,KPC,"569,952.00",1000,CNY,"1,820,680.00",EXW,CNXMN,MER-DC-US-02,2025-02-08,P106,CANCELLED
4500089406,00030,NB,2024-12-05,0000109801,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0147,OLED display module 048,31,KPC,"55,713.60",100,CNY,"2,398,780.00",EXW,CNXMN,MER-DC-US-03,2025-02-08,P106,CANCELLED
4500089406,00040,NB,2024-12-05,0000109801,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED display module 248,2678,EA,"5,699.52",10,CNY,"211,990.48",EXW,CNXMN,MER-DC-US-04,2025-02-08,P106,CANCELLED
4500089412,00010,ZNB,2024-12-10,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED display module 385,14721,EA,"21,945.60",100,CNY,"448,696.08",FCA,CNYTN,MER-DC-US-02,2025-02-14,P101,CLOSED
4500089412,00020,ZNB,2024-12-10,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0283,OLED display module 176,16687,EA,"4,769.28",10,CNY,"1,105,346.88",FCA,CNYTN,MER-DC-US-03,2025-02-14,P101,CLOSED
4500089412,00030,ZNB,2024-12-10,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED display module 385,8171,EA,"21,945.60",100,CNY,"249,052.08",FCA,CNYTN,MER-DC-US-04,2025-02-14,P101,OPEN
4500089412,00040,ZNB,2024-12-10,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0283,OLED display module 176,8463,PC,"4,769.28",10,CNY,"560,589.12",FCA,CNYTN,MER-DC-US-05,2025-02-14,P101,CLOSED
4500089419,00010,NB,2024-12-15,0000117610,Tianjin Gate Tooling Industrial Corp.,CMP-ADH-0136,structural adhesive 037,7,KPC,"11,712.00",100,TWD,"25,620.00",FCA,JPNGO,MER-DC-US-03,2025-02-20,P100,CLOSED
4500089419,00020,NB,2024-12-15,0000117610,Tianjin Gate Tooling Industrial Corp.,CMP-ADH-0336,structural adhesive 237,8248,EA,595.20,10,TWD,"USD 15,341.28",FCA,JPNGO,MER-DC-US-04,2025-02-20,P100,CLOSED
4500089425,00010,NB,2024-12-20,0000107335,"Incheon Circuit Co., Ltd.",CMP-CBL-0361,flex ribbon cable 262,12901,EA,2.13,1,USD,"27,479.13",DAP,JPNGO,MER-DC-US-04,2025-02-26,P106,CLOSED
4500089425,00020,NB,2024-12-20,0000107335,"Incheon Circuit Co., Ltd.",CMP-CBL-0161,flex ribbon cable 062,11081,EA,"1,370.00",1000,USD,"USD 15,180.97",DAP,JPNGO,MER-DC-US-05,2025-02-26,P106,OPEN
4500089425,00030,NB,2024-12-20,0000107335,"Incheon Circuit Co., Ltd.",CMP-CBL-0361,flex ribbon cable 262,6416,EA,"2,130.00",1000,USD,"13,666.08",DAP,JPNGO,MER-DC-US-06,2025-02-26,P106,CLOSED
4500089425,00040,NB,2024-12-20,0000107335,"Incheon Circuit Co., Ltd.",CMP-CBL-0161,flex ribbon cable 062,7482,PC,"1,370.00",1000,USD,"10,250.34",DAP,JPNGO,MER-DC-NL-01,2025-02-26,P106,CANCELLED
4500089430,00010,NB,2024-12-25,0000104732,"Hailong Precision Industry Co., Ltd.",MRO-GEN-0700,maintenance supply item 00,13342,EA,"9,344.16",10,CNY,"1,731,524.76",DAP,JPNGO,MER-DC-US-05,2025-03-04,P105,CANCELLED
4500089430,00020,NB,2024-12-25,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0298,Li-ion battery pack 199,5106,EA,90.22,1,CNY,"63,978.18",DAP,JPNGO,MER-DC-US-06,2025-03-04,P105,OPEN
4500089430,00030,NB,2024-12-25,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0499,Li-ion battery pack 400,8063,EA,470.88,10,CNY,"USD 52,732.02",DAP,JPNGO,MER-DC-NL-01,2025-03-04,P105,OPEN
4500089430,00040,NB,2024-12-25,0000104732,"Hailong Precision Industry Co., Ltd.",MRO-GEN-0700,maintenance supply item 00,18083,PC,"934,416.00",1000,CNY,"2,346,811.74",DAP,JPNGO,MER-DC-DE-01,2025-03-04,P105,CLOSED
4500089433,00010,NB,2024-12-30,0000111993,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,11,KPC,"47,707.20",100,CNY,"728,860.00",DAP,JPNGO,MER-DC-US-06,2025-01-29,P105,CLOSED
4500089433,00020,NB,2024-12-30,0000111993,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0179,OLED display module 080,12,KPC,375.55,1,CNY,"625,920.00",DAP,JPNGO,MER-DC-NL-01,2025-01-29,P105,CLOSED
4500089435,00010,NB,2025-01-04,0000105965,Hanoi Lotus Acoustics Industrial Corp.,MRO-GEN-0721,maintenance supply item 21,15812,EA,"106,304.00",10,TWD,"USD 5,252,746.40",DDP,KRPUS,MER-DC-NL-01,2025-02-04,P106,CANCELLED
4500089435,00020,NB,2025-01-04,0000105965,Hanoi Lotus Acoustics Industrial Corp.,CMP-FST-0191,torx screw 092,9101,PC,86.40,10,TWD,"USD 2,457.27",DDP,KRPUS,MER-DC-DE-01,2025-02-04,P106,CLOSED
4500089443,00010,NB,2025-01-09,0000122953,"Incheon Electronics Industry Co., Ltd.",CMP-DSP-0339,OLED display module 240,34,KPC,430.34,1,CNY,"2,032,180.00",CIF,VNSGN,MER-DC-DE-01,2025-02-10,P104,CLOSED
4500089443,00020,NB,2025-01-09,0000122953,"Incheon Electronics Industry Co., Ltd.",CMP-DSP-0139,OLED display module 032,42,KPC,"42,998.40",100,CNY,"USD 2,508,240.00",CIF,VNSGN,MER-DC-CN-01,2025-02-10,P104,OPEN
4500089443,00030,NB,2025-01-09,0000122953,"Incheon Electronics Industry Co., Ltd.",CMP-DSP-0339,OLED display module 240 - expedite,38,KPC,"43,034.40",100,CNY,"2,271,260.00",CIF,VNSGN,MER-DC-CN-02,2025-02-10,P104,CANCELLED
4500089443,00040,NB,2025-01-09,0000122953,"Incheon Electronics Industry Co., Ltd.",CMP-DSP-0139,OLED display module 032,48,KPC,"429,984.00",1000,CNY,"2,866,560.00",CIF,VNSGN,MER-DC-JP-01,2025-02-10,P104,CLOSED
4500089448,00010,ZNB,2025-01-14,0000108705,"Daegu Metalworks Industry Co., Ltd.",CMP-DSP-0331,OLED display module 232,4389,PC,"582,840.00",1000,CNY,"355,289.55",EXW,CNXMN,MER-DC-CN-01,2025-02-16,P108,CANCELLED
4500089454,00010,NB,2025-01-19,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0129,flex ribbon cable 030,4282,EA,2.20,1,USD,"9,420.40",FCA,TWTPE,MER-DC-CN-02,2025-02-22,P100,CANCELLED
4500089454,00020,NB,2025-01-19,0000105143,"Volta Energy Co., Ltd.",CMP-CBL-0329,flex ribbon cable 230 - expedite,14738,EA,24.10,10,USD,"35,518.58",FCA,TWTPE,MER-DC-JP-01,2025-02-22,P100,CANCELLED
4500089454,00030,NB,2025-01-19,0000105143,"Volta Energy Co., Ltd.",MRO-GEN-0707,maintenance supply item 07,11941,EA,"25,635.00",100,USD,"3,061,075.35",FCA,TWTPE,MER-DC-GB-01,2025-02-22,P100,CANCELLED
4500089462,00010,NB,2025-01-24,0000115144,Incheon Optics Joint Stock Company,CMP-ENC-0150,machined housing 051,6504,EA,"1,180.00",100,USD,"USD 76,747.20",CIF,VNSGN,MER-DC-JP-01,2025-02-28,P102,CLOSED
4500089462,00020,NB,2025-01-24,0000115144,Incheon Optics Joint Stock Company,CMP-ENC-0350,machined housing 251,14214,EA,70.20,10,USD,"USD 99,782.28",CIF,VNSGN,MER-DC-GB-01,2025-02-28,P102,CANCELLED
4500089468,00010,NB,2025-01-29,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,18108,PC,"3,711.00",100,USD,"671,987.88",CIF,CNYTN,MER-DC-GB-01,2025-03-06,P104,OPEN
4500089468,00020,NB,2025-01-29,0000106787,Xiamen Harbor Energy Inc.,CMP-CAM-0253,camera module 154,19096,EA,"4,033.00",100,USD,"USD 770,141.68",CIF,CNYTN,MER-DC-MX-01,2025-03-06,P104,OPEN
4500089473,00010,NB,2025-02-03,0000133091,Can Tho Energy Inc.,CMP-CBL-0297,flex ribbon cable 198 - expedite,1002,EA,189.00,100,USD,"1,893.78",DDP,KRPUS,MER-DC-MX-01,2025-03-12,P107,CLOSED
4500089473,00020,NB,2025-02-03,0000133091,CAN THO ENERGY INC.,CMP-CBL-0297,flex ribbon cable 198,1002,EA,189.00,100,USD,"1,893.78",DDP,KRPUS,MER-DC-SG-01,2025-03-12,P107,CANCELLED
4500089473,00030,NB,2025-02-03,0000133091,Can Tho Energy Inc,CMP-CBL-0297,flex ribbon cable 198 - expedite,15851,EA,1.89,1,USD,"29,958.39",DDP,KRPUS,MER-3PL-US-01,2025-03-12,P107,OPEN
4500089476,00010,NB,2025-02-08,110486,Vinh Phuc Microsystems Corporation,CMP-PCB-0332,main logic board assembly 233,13329,EA,"10,701,200.00",1000,JPY,"920,234.16",EXW,TWKHH,MER-DC-SG-01,2025-03-18,P104,CANCELLED
4500089480,00010,NB,2025-02-13,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0360,structural adhesive 261,6239,EA,123.20,1,TWD,"24,020.15",CIF,CNYTN,MER-3PL-US-01,2025-03-24,P104,CLOSED
4500089480,00020,NB,2025-02-13,0000105554,Dongguan Rixin Microsystems Industrial Corp.,MRO-GEN-0714,maintenance supply item 14,15241,EA,"97,344.00",100,TWD,"463,631.22",CIF,CNYTN,MER-3PL-PL-02,2025-03-24,P104,CANCELLED
4500089480,00030,NB,2025-02-13,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0160,structural adhesive 061,10233,EA,"14,336.00",100,TWD,"45,843.84",CIF,CNYTN,MER-3PL-MY-03,2025-03-24,P104,CLOSED
4500089480,00040,NB,2025-02-13,0000105554,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0360,structural adhesive 261,38,KPC,"123,200.00",1000,TWD,"146,300.00",CIF,CNYTN,MER-DC-US-01,2025-03-24,P104,OPEN
4500089486,00010,ZNB,2025-02-18,0000119528,Pingtung Precision Joint Stock Company,CMP-ENC-0414,machined housing 315,14242,EA,7.16,1,USD,"USD 101,972.72",DDP,TWKHH,MER-3PL-PL-02,2025-03-30,P108,CLOSED
4500089492,00010,NB,2025-02-23,0000107883,Sendai Components Inc.,CMP-CAM-0269,camera module 170,1866,EA,"15,580.00",1000,USD,"29,072.28",DDP,CNSHA,MER-3PL-MY-03,2025-04-05,P104,CANCELLED
4500089492,00020,NB,2025-02-23,0000107883,Sendai Components Inc.,CMP-CAM-0470,camera module 371,7921,PC,"1,837.00",100,USD,"145,508.77",DDP,CNSHA,MER-DC-US-01,2025-04-05,P104,OPEN
4500089492,00030,NB,2025-02-23,0000107883,Sendai Components Inc.,CMP-CAM-0269,camera module 170,3641,EA,155.80,10,USD,"56,726.78",DDP,CNSHA,MER-DC-US-02,2025-04-05,P104,OPEN
4500089492,00040,NB,2025-02-23,0000107883,Sendai Components Inc.,CMP-CAM-0470,camera module 371,5276,EA,"18,370.00",1000,USD,"96,920.12",DDP,CNSHA,MER-DC-US-03,2025-04-05,P104,OPEN
4500089499,00010,NB,2025-02-28,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276 - expedite,8121,EA,4.48,1,TWD,"USD 1,136.94",FCA,JPNGO,MER-DC-US-01,2025-04-11,P100,OPEN
4500089499,00020,NB,2025-02-28,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,26,KPC,"3,200.00",1000,TWD,"2,600.00",FCA,JPNGO,MER-DC-US-02,2025-04-11,P100,CANCELLED
4500089499,00030,NB,2025-02-28,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,37,KPC,3.20,1,TWD,"3,700.00",FCA,JPNGO,MER-DC-US-03,2025-04-11,P100,OPEN
4500089499,00040,NB,2025-02-28,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276 - expedite,8121,EA,4.48,1,TWD,"USD 1,136.94",FCA,JPNGO,MER-DC-US-04,2025-04-11,P100,OPEN
4500089501,00010,NB,2025-03-05,0000113089,"Taoyuan Electronics Industry Co., Ltd.",MRO-GEN-0709,maintenance supply item 09 - expedite,16969,EA,"257,320.00",1000,USD,"USD 4,366,463.08",EXW,KRPUS,MER-DC-US-02,2025-04-17,P106,OPEN
4500089508,00010,NB,2025-03-10,0000106239,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,flex ribbon cable 246,13197,PC,182.00,100,USD,"24,018.54",FCA,JPNGO,MER-DC-US-03,2025-04-23,P101,CANCELLED
4500089510,00010,NB,2025-03-15,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0202,Li-ion battery pack 095,10903,EA,599.76,10,CNY,"90,821.99",DAP,JPNGO,MER-DC-US-04,2025-04-29,P108,CLOSED
4500089510,00020,NB,2025-03-15,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0402,Li-ion battery pack 303,17811,EA,"9,072.00",100,CNY,"224,418.60",DAP,JPNGO,MER-DC-US-05,2025-04-29,P108,CLOSED
4500089510,00030,NB,2025-03-15,0000125556,"Shaoxing Display Industry Co., Ltd.",CMP-BAT-0202,Li-ion battery pack 095,12226,EA,833.00,100,USD,"101,842.58",DAP,JPNGO,MER-DC-US-06,2025-04-29,P108,CANCELLED
4500089515,00010,NB,2025-03-20,0000109390,Nara Tooling Corporation,CMP-PCB-0517,main logic board assembly 418,19816,EA,"18,218.70",1,JPY,"2,329,172.64",EXW,TWKHH,MER-DC-US-05,2025-05-05,P107,CLOSED
4500089519,00010,ZNB,2025-03-25,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107 - expedite,16423,EA,"2,040.00",1000,USD,"USD 33,502.92",CIF,TWTPE,MER-DC-US-06,2025-05-11,P104,OPEN
4500089519,00020,ZNB,2025-03-25,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0406,machined housing 307,17839,EA,4.20,1,USD,"74,923.80",CIF,TWTPE,MER-DC-NL-01,2025-05-11,P104,CANCELLED
4500089519,00030,ZNB,2025-03-25,0000105280,Taoyuan Optics Joint Stock Company,CMP-ENC-0206,machined housing 107,8186,EA,204.00,100,USD,"16,699.44",CIF,TWTPE,MER-DC-DE-01,2025-05-11,P104,CLOSED
4500089525,00010,NB,2025-03-30,0000116651,Binh Duong Energy Inc.,CMP-CAM-0397,camera module 298,4656,EA,"3,076.00",100,USD,"143,218.56",CIF,JPNGO,MER-DC-NL-01,2025-05-17,P106,CLOSED
4500089525,00020,NB,2025-03-30,0000116651,Binh Duong Energy Inc.,CMP-CAM-0397,camera module 298,4656,EA,"3,076.00",100,USD,"143,218.56",CIF,JPNGO,MER-DC-DE-01,2025-05-17,P106,CLOSED
4500089525,00030,NB,2025-03-30,0000116651,Binh Duong Energy Inc.,MRO-GEN-0703,maintenance supply item 03,5811,EA,184.73,1,USD,"1,073,466.03",CIF,JPNGO,MER-DC-CN-01,2025-05-17,P106,CANCELLED
4500089527,00010,NB,2025-04-04,0000107061,Tainan Metalworks Industrial Corp.,CMP-FST-0207,torx screw 108,3299,EA,4.48,1,TWD,461.86,FOB,TWKHH,MER-DC-DE-01,2025-05-23,P108,OPEN
4500089534,00010,NB,2025-04-09,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0298,Li-ion battery pack 199,13371,EA,"9,021.60",100,CNY,"USD 167,538.63",EXW,KRPUS,MER-DC-CN-01,2025-05-29,P101,CANCELLED
4500089534,00020,NB,2025-04-09,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-BAT-0499,Li-ion battery pack 400 - expedite,9104,EA,"47,088.00",1000,CNY,"USD 59,540.16",EXW,KRPUS,MER-DC-CN-02,2025-05-29,P101,CANCELLED
4500089534,00030,NB,2025-04-09,0000104732,"Hailong Precision Industry Co., Ltd.",MRO-GEN-0700,maintenance supply item 00,3338,EA,"934,416.00",1000,CNY,"USD 433,205.64",EXW,KRPUS,MER-DC-JP-01,2025-05-29,P101,CANCELLED
4500089534,00040,NB,2025-04-09,0000104732,"Hailong Precision Industry Co., Ltd.",CMP-DSP-0451,6.7-inch OLED display module - expedite,12,KPC,"300,960.00",1000,CNY,"USD 501,600.00",EXW,KRPUS,MER-DC-GB-01,2025-05-29,P101,CLOSED
4500089537,00010,NB,2025-04-14,111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0271,torx screw 172,12,KPC,960.00,100,TWD,"3,600.00",DDP,CNSHA,MER-DC-CN-02,2025-06-04,P105,CANCELLED
4500089537,00020,NB,2025-04-14,111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,4493,PC,32.00,10,TWD,449.30,DDP,CNSHA,MER-DC-JP-01,2025-06-04,P105,CLOSED
4500089537,00030,NB,2025-04-14,111445,Dalian Crest Electronics Industrial Corp.,CMP-FST-0271,torx screw 172,34,KPC,96.00,10,TWD,"10,200.00",DDP,CNSHA,MER-DC-GB-01,2025-06-04,P105,CANCELLED
4500089543,00010,NB,2025-04-19,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0515,Li-ion battery pack 416,4562,EA,"6,213.60",100,CNY,"39,370.06",FOB,TWKHH,MER-DC-JP-01,2025-06-10,P100,OPEN
4500089543,00020,NB,2025-04-19,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0114,Li-ion battery pack 015 - expedite,7589,EA,"5,212.80",100,CNY,"54,944.36",FOB,TWKHH,MER-DC-GB-01,2025-06-10,P100,OPEN
4500089543,00030,NB,2025-04-19,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0314,Li-ion battery pack 215,17012,EA,954.00,10,CNY,"225,409.00",FOB,TWKHH,MER-DC-MX-01,2025-06-10,P100,CANCELLED
4500089543,00040,NB,2025-04-19,0000105828,"Pusan Display Industry Co., Ltd.",CMP-BAT-0515,Li-ion battery pack 416,12411,EA,621.36,10,CNY,"107,106.93",FOB,TWKHH,MER-DC-SG-01,2025-06-10,P100,OPEN
4500089546,00010,NB,2025-04-24,0000121583,"Hanoi Lotus Energy Co., Ltd.",CMP-CBL-0169,flex ribbon cable 070,17509,EA,24.60,10,USD,"USD 43,072.14",EXW,CNSHA,MER-DC-GB-01,2025-06-16,P107,CLOSED
4500089546,00020,NB,2025-04-24,0000121583,"Hanoi Lotus Energy Co., Ltd.",CMP-CBL-0369,flex ribbon cable 270,16309,EA,1.26,1,USD,"20,549.34",EXW,CNSHA,MER-DC-MX-01,2025-06-16,P107,CANCELLED
4500089550,00010,ZNB,2025-04-29,0000108294,Foshan Ridge Polymer Corporation,CMP-PCB-0300,main logic board assembly 201,14244,PC,"583,265.00",100,JPY,"536,001.72",EXW,TWKHH,MER-DC-MX-01,2025-06-22,P100,CANCELLED
4500089550,00020,ZNB,2025-04-29,0000108294,Foshan Ridge Polymer Corporation,CMP-PCB-0501,main logic board assembly 402,1806,EA,"56,373.50",10,JPY,"65,684.22",EXW,TWKHH,MER-DC-SG-01,2025-06-22,P100,CLOSED
4500089558,00010,NB,2025-05-04,0000105006,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,14682,EA,"497,240.00",100,JPY,"470,998.56",CIF,JPNGO,MER-DC-SG-01,2025-06-28,P104,OPEN
4500089562,00010,NB,2025-05-09,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0489,structural adhesive 390,9733,EA,"78,400.00",1000,TWD,"23,845.85",FOB,KRPUS,MER-3PL-US-01,2025-07-04,P100,OPEN
4500089562,00020,NB,2025-05-09,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,3361,EA,"15,392.00",100,TWD,"16,166.41",FOB,KRPUS,MER-3PL-PL-02,2025-07-04,P100,CANCELLED
4500089562,00030,NB,2025-05-09,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0489,structural adhesive 390,561,EA,"7,840.00",100,TWD,"1,374.45",FOB,KRPUS,MER-3PL-MY-03,2025-07-04,P100,CLOSED
4500089562,00040,NB,2025-05-09,0000114322,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,3,KPC,"153,920.00",1000,TWD,"USD 14,430.00",FOB,KRPUS,MER-DC-US-01,2025-07-04,P100,CLOSED
4500089566,00010,NB,2025-05-14,0000106513,"Gumi Electronics Industry Co., Ltd.",CMP-DSP-0299,OLED display module 200,8672,EA,"5,240.16",10,CNY,"631,148.16",DDP,CNXMN,MER-3PL-PL-02,2025-07-10,P106,CANCELLED
4500089570,00010,NB,2025-05-19,0000128433,"Kunshan Metalworks Industry Co., Ltd.",CMP-DSP-0419,OLED display module 320,6683,EA,"181,368.00",1000,CNY,"168,344.77",CIF,CNYTN,MER-3PL-MY-03,2025-07-16,P104,CANCELLED
4500089570,00020,NB,2025-05-19,0000128433,"Kunshan Metalworks Industry Co., Ltd.",CMP-DSP-0219,OLED display module 120,13391,EA,"523,224.00",1000,CNY,"973,123.97",CIF,CNYTN,MER-DC-US-01,2025-07-16,P104,OPEN
4500089577,00010,NB,2025-05-24,0000110075,Chiayi Energy Inc.,CMP-CAM-0301,camera module 194,15889,PC,"3,046.00",100,USD,"483,978.94",EXW,CNXMN,MER-DC-US-01,2025-07-22,P105,CANCELLED
4500089577,00020,NB,2025-05-24,0000110075,Chiayi Energy Inc.,CMP-CAM-0301,camera module 194,14771,EA,"3,046.00",100,USD,"449,924.66",EXW,CNXMN,MER-DC-US-02,2025-07-22,P105,CLOSED
4500089584,00010,NB,2025-05-29,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED display module 385,4119,EA,"2,194.56",10,CNY,"125,547.12",DAP,TWTPE,MER-DC-US-02,2025-07-28,P108,OPEN
4500089584,00020,NB,2025-05-29,0000105417,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0283,OLED display module 176,13037,EA,476.93,1,CNY,"863,570.88",DAP,TWTPE,MER-DC-US-03,2025-07-28,P108,OPEN
4500089592,00010,ZNB,2025-06-03,0000118295,"Vinh Phuc Energy Co., Ltd.",CMP-CBL-0121,flex ribbon cable 014,18307,EA,54.00,100,USD,"9,885.78",DDP,CNSHA,MER-DC-US-03,2025-08-03,P103,CANCELLED
4500089592,00020,ZNB,2025-06-03,0000118295,"Vinh Phuc Energy Co., Ltd.",CMP-CBL-0321,flex ribbon cable 222,18941,EA,"2,960.00",1000,USD,"USD 56,065.36",DDP,CNSHA,MER-DC-US-04,2025-08-03,P103,OPEN
4500089598,00010,NB,2025-06-08,0000107472,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0438,machined housing 339,16851,EA,"10,190.00",1000,USD,"171,711.69",DDP,KRPUS,MER-DC-US-04,2025-08-09,P105,CLOSED
4500089598,00020,NB,2025-06-08,0000107472,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,machined housing 131,18162,EA,"4,520.00",1000,USD,"82,092.24",DDP,KRPUS,MER-DC-US-05,2025-08-09,P105,CLOSED
4500089601,00010,NB,2025-06-13,0000104869,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0175,torx screw 068,38,KPC,"3,200.00",1000,TWD,"3,800.00",DDP,KRPUS,MER-DC-US-05,2025-08-15,P104,OPEN
4500089605,00010,NB,2025-06-18,0000112404,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,14089,EA,"111,816.00",1000,CNY,"USD 218,802.17",FOB,CNXMN,MER-DC-US-06,2025-08-21,P105,CLOSED
4500089605,00020,NB,2025-06-18,0000112404,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,17104,EA,111.82,1,CNY,"USD 265,625.12",FOB,CNXMN,MER-DC-NL-01,2025-08-21,P105,CLOSED
4500089605,00030,NB,2025-06-18,0000112404,"Yilan Display Industry Co., Ltd.",CMP-BAT-0410,Li-ion battery pack 311,7896,EA,"1,144.80",10,CNY,"125,546.40",FOB,CNXMN,MER-DC-DE-01,2025-08-21,P105,CANCELLED
4500089605,00040,NB,2025-06-18,0000112404,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,12573,EA,"11,181.60",100,CNY,"195,258.69",FOB,CNXMN,MER-DC-CN-01,2025-08-21,P105,OPEN
4500089613,00010,NB,2025-06-23,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,5631,EA,"9,248,850.00",1000,JPY,"336,001.77",CIF,VNSGN,MER-DC-NL-01,2025-08-27,P105,CLOSED
4500089613,00020,NB,2025-06-23,0000106102,Ningbo Anchor Tooling Corporation,CMP-PCB-0469,main logic board assembly 370,13197,EA,"9,002,400.00",1000,JPY,"766,481.76",CIF,VNSGN,MER-DC-DE-01,2025-08-27,P105,CLOSED
